###### TEST LOG ####################
# Time taken               : 26.74 s
# Test Parameters: 
# 0.65 0.98 0.00 0.00
# 1.00 1.00 0.00 1.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 0
# HQ Tests Done in total   : 6300
# All Tests Done in total  : 6300
# Results Given in total   : 6300
# Locations Moved in total : 3952640
# Total recovered HCW      : 71
# Total HCW                : 109
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9990 9 0 0 0 1 0 0 0 50 0 0 0 
2 9987 11 1 0 0 1 0 0 0 50 0 0 0 
3 9985 12 0 1 0 2 0 0 0 50 0 0 0 
4 9979 9 4 2 0 6 0 0 0 50 0 0 0 
5 9977 8 3 2 0 10 0 0 0 50 0 0 0 
6 9976 7 2 4 0 11 0 0 0 50 0 0 0 
7 9969 11 3 4 1 12 0 0 0 50 0 0 0 
8 9968 11 2 5 1 13 0 0 0 50 0 0 0 
9 9964 11 2 5 1 16 1 0 0 50 0 0 0 
10 9959 12 4 6 1 17 1 0 0 50 0 0 0 
11 9953 14 6 7 0 19 1 0 0 50 0 0 0 
12 9950 15 6 8 0 20 1 0 0 50 0 0 0 
13 9947 12 3 10 1 26 1 0 0 50 0 0 0 
14 9942 12 5 8 2 30 1 0 0 50 0 0 0 
15 9935 12 7 9 2 34 1 0 0 50 0 0 0 
16 9932 12 5 12 1 36 2 0 0 50 0 0 0 
17 9928 13 5 11 0 40 3 0 0 50 0 0 0 
18 9925 13 5 12 0 43 2 0 0 50 0 0 0 
19 9911 23 4 15 2 44 1 0 0 50 0 0 0 
20 9907 21 4 15 1 51 1 0 0 50 0 0 0 
21 9899 23 5 15 3 54 1 0 0 50 0 0 0 
22 9887 26 10 18 1 56 2 0 0 50 0 0 0 
23 9879 24 12 18 0 65 2 0 0 50 0 0 0 
24 9870 25 13 23 0 67 2 0 0 50 0 0 0 
25 9855 31 14 23 1 74 2 0 0 50 0 0 0 
26 9842 28 16 29 0 82 3 0 0 50 0 0 0 
27 9828 32 11 35 0 91 3 0 0 50 0 0 0 
28 9816 38 6 43 0 94 3 0 0 50 0 0 0 
29 9799 46 9 42 1 101 2 0 0 50 0 0 0 
30 9779 49 13 39 2 115 3 0 0 50 0 0 0 
31 9762 47 12 45 2 129 3 0 0 50 0 0 0 
32 9740 52 16 47 2 140 3 0 0 50 0 0 0 
33 9720 56 19 49 3 150 3 0 0 50 0 0 0 
34 9705 58 18 54 4 157 4 0 0 50 0 0 0 
35 9688 63 15 54 3 174 3 0 0 50 0 0 0 
36 9660 64 25 53 1 192 5 0 0 50 0 0 0 
37 9644 60 22 57 3 209 5 0 0 50 0 0 0 
38 9610 68 30 58 3 224 7 0 0 50 0 0 0 
39 9580 73 28 67 2 242 8 0 0 50 0 0 0 
40 9554 74 27 70 5 262 8 0 0 50 0 0 0 
41 9529 76 29 73 5 279 9 0 0 50 0 0 0 
42 9499 86 26 79 3 298 9 0 0 50 0 0 0 
43 9469 96 26 83 2 315 9 0 0 50 0 0 0 
44 9438 92 30 87 4 340 9 0 0 50 0 0 0 
45 9398 94 39 91 6 364 8 0 0 50 0 0 0 
46 9363 99 40 98 7 384 9 0 0 50 0 0 0 
47 9307 111 47 105 6 413 11 0 0 50 0 0 0 
48 9260 120 50 108 10 445 7 0 0 50 0 0 0 
49 9206 125 62 113 10 475 9 0 0 50 0 0 0 
50 9160 130 55 116 13 515 11 0 0 50 0 0 0 
51 9108 131 40 132 15 560 14 0 0 50 0 0 0 
52 9052 137 45 138 15 598 15 0 0 50 0 0 0 
53 8988 149 54 146 10 633 20 0 0 50 0 0 0 
54 8924 152 62 161 4 675 22 0 0 50 0 0 0 
55 8869 151 68 167 9 714 22 0 0 50 0 0 0 
56 8802 164 69 169 9 762 25 0 0 50 0 0 0 
57 8718 182 78 186 11 800 25 0 0 50 0 0 0 
58 8646 186 76 197 8 856 31 0 0 50 0 0 0 
59 8573 198 68 217 8 905 31 0 0 50 0 0 0 
60 8498 199 74 221 10 967 31 0 0 50 0 0 0 
61 8415 205 90 225 10 1024 31 0 0 50 0 0 0 
62 8336 222 95 233 12 1071 31 0 0 50 0 0 0 
63 8250 231 93 245 11 1135 35 0 0 50 0 0 0 
64 8168 233 84 269 18 1192 36 0 0 50 0 0 0 
65 8077 246 85 290 11 1247 44 0 0 50 0 0 0 
66 7968 261 97 306 12 1317 39 0 0 50 0 0 0 
67 7864 290 84 324 10 1388 40 0 0 50 0 0 0 
68 7744 324 84 332 12 1463 41 0 0 50 0 0 0 
69 7636 334 107 325 14 1545 39 0 0 50 0 0 0 
70 7523 344 99 334 13 1645 42 0 0 50 0 0 0 
71 7415 339 102 351 14 1732 47 0 0 50 0 0 0 
72 7312 350 96 361 17 1816 48 0 0 50 0 0 0 
73 7204 345 95 371 15 1919 51 0 0 50 0 0 0 
74 7107 337 105 367 13 2015 56 50 0 0 50 0 0 
75 7004 345 109 374 10 2099 59 100 0 0 99 0 0 
76 6899 344 106 393 10 2189 59 150 0 0 148 0 0 
77 6798 334 109 403 13 2287 56 200 0 0 198 0 0 
78 6722 321 110 398 15 2375 59 250 0 0 247 0 0 
79 6651 310 76 411 21 2472 59 300 0 0 296 0 0 
80 6575 281 76 400 19 2589 60 350 0 0 346 0 0 
81 6523 269 62 392 15 2677 62 400 0 0 392 0 0 
82 6468 257 60 386 11 2755 63 450 0 0 440 0 0 
83 6410 251 55 374 15 2832 63 500 0 0 488 0 0 
84 6358 247 60 365 14 2892 64 550 0 0 535 0 0 
85 6316 229 55 352 17 2972 59 600 0 0 584 0 0 
86 6287 220 39 336 10 3047 61 650 0 0 605 0 0 
87 6266 194 33 307 12 3134 54 700 0 0 621 0 0 
88 6237 178 35 289 8 3202 51 750 0 0 584 0 0 
89 6216 164 25 267 9 3271 48 800 0 0 554 0 0 
90 6195 153 28 248 7 3321 48 850 0 0 524 0 0 
91 6162 154 30 239 8 3362 45 900 0 0 501 0 0 
92 6133 145 27 232 9 3409 45 950 0 0 474 0 0 
93 6103 142 30 223 7 3449 46 1000 0 0 445 0 0 
94 6066 141 34 215 6 3497 41 1050 0 0 423 0 0 
95 6049 117 28 201 4 3559 42 1100 0 0 401 0 0 
96 6032 105 31 189 4 3603 36 1150 0 0 376 0 0 
97 6017 93 29 178 3 3644 36 1200 0 0 346 0 0 
98 6009 79 25 171 3 3681 32 1250 0 0 327 0 0 
99 5993 77 24 160 2 3712 32 1300 0 0 301 0 0 
100 5986 67 21 152 2 3745 27 1350 0 0 285 0 0 
101 5971 70 18 147 2 3771 21 1400 0 0 288 0 0 
102 5960 68 13 144 4 3792 19 1450 0 0 285 0 0 
103 5954 61 10 136 3 3817 19 1500 0 0 275 0 0 
104 5946 59 11 130 3 3831 20 1550 0 0 259 0 0 
105 5936 54 9 126 2 3854 19 1600 0 0 244 0 0 
106 5928 56 8 120 1 3868 19 1650 0 0 232 0 0 
107 5922 51 8 115 1 3888 15 1700 0 0 218 0 0 
108 5912 49 10 107 0 3907 15 1750 0 0 199 0 0 
109 5903 49 12 103 0 3919 14 1800 0 0 179 0 0 
110 5895 45 11 98 1 3936 14 1850 0 0 168 0 0 
111 5882 44 10 99 2 3949 14 1900 0 0 162 0 0 
112 5876 43 11 93 0 3963 14 1950 0 0 142 0 0 
113 5867 41 11 92 0 3976 13 2000 0 0 133 0 0 
114 5861 36 11 89 1 3989 13 2050 0 0 138 0 0 
115 5855 33 7 88 1 4004 12 2100 0 0 129 0 0 
116 5847 33 11 87 0 4010 12 2150 0 0 126 0 0 
117 5842 27 8 79 1 4031 12 2200 0 0 124 0 0 
118 5836 25 9 73 0 4046 11 2250 0 0 126 0 0 
119 5832 22 7 69 0 4062 8 2300 0 0 124 0 0 
120 5829 21 5 59 1 4077 8 2350 0 0 119 0 0 
121 5823 22 5 56 0 4085 9 2400 0 0 116 0 0 
122 5818 20 6 52 0 4095 9 2450 0 0 115 0 0 
123 5815 17 3 48 0 4109 8 2500 0 0 113 0 0 
124 5814 16 3 46 0 4114 7 2550 0 0 105 0 0 
125 5812 16 2 42 1 4121 6 2600 0 0 96 0 0 
126 5811 14 2 39 1 4127 6 2650 0 0 94 0 0 
127 5809 13 2 35 0 4134 7 2700 0 0 86 0 0 
128 5803 17 2 34 0 4138 6 2750 0 0 75 0 0 
129 5800 18 1 33 1 4141 6 2800 0 0 72 0 0 
130 5799 14 2 30 0 4150 5 2850 0 0 63 0 0 
131 5798 12 2 26 0 4158 4 2900 0 0 56 0 0 
132 5797 10 3 23 0 4163 4 2950 0 0 48 0 0 
133 5795 10 1 21 0 4170 3 3000 0 0 43 0 0 
134 5795 7 0 19 0 4176 3 3050 0 0 45 0 0 
135 5794 7 1 16 0 4180 2 3100 0 0 38 0 0 
136 5792 7 2 15 0 4182 2 3150 0 0 33 0 0 
137 5788 8 3 15 0 4184 2 3200 0 0 30 0 0 
138 5785 10 1 15 0 4188 1 3250 0 0 31 0 0 
139 5782 10 3 14 0 4190 1 3300 0 0 32 0 0 
140 5781 10 1 15 0 4192 1 3350 0 0 31 0 0 
141 5780 7 1 15 1 4195 1 3400 0 0 29 0 0 
142 5780 6 0 15 1 4197 1 3450 0 0 27 0 0 
143 5778 7 1 10 1 4203 0 3500 0 0 23 0 0 
144 5778 7 0 11 1 4203 0 3550 0 0 26 0 0 
145 5778 6 0 10 0 4205 1 3600 0 0 25 0 0 
146 5778 6 0 10 0 4205 1 3650 0 0 25 0 0 
147 5778 5 0 9 0 4207 1 3700 0 0 21 0 0 
148 5776 4 0 10 0 4209 1 3750 0 0 18 0 0 
149 5775 4 0 8 0 4212 1 3800 0 0 18 0 0 
150 5774 4 0 7 1 4213 1 3850 0 0 18 0 0 
151 5773 4 0 7 0 4214 2 3900 0 0 15 0 0 
152 5773 4 0 7 0 4214 2 3950 0 0 13 0 0 
153 5773 2 0 7 0 4216 2 4000 0 0 12 0 0 
154 5773 2 0 7 0 4217 1 4050 0 0 10 0 0 
155 5773 2 0 6 0 4218 1 4100 0 0 9 0 0 
156 5773 2 0 6 0 4218 1 4150 0 0 9 0 0 
157 5773 2 0 6 0 4218 1 4200 0 0 9 0 0 
158 5773 2 0 6 0 4218 1 4250 0 0 6 0 0 
159 5773 1 0 4 0 4221 1 4300 0 0 7 0 0 
160 5773 1 0 3 0 4222 1 4350 0 0 7 0 0 
161 5773 1 0 3 0 4222 1 4400 0 0 7 0 0 
162 5773 1 0 3 0 4222 1 4450 0 0 5 0 0 
163 5773 0 0 3 0 4223 1 4500 0 0 6 0 0 
164 5773 0 0 3 0 4223 1 4550 0 0 6 0 0 
165 5773 0 0 2 0 4224 1 4600 0 0 6 0 0 
166 5773 0 0 2 0 4225 0 4650 0 0 5 0 0 
167 5773 0 0 2 0 4225 0 4700 0 0 4 0 0 
