###### TEST LOG ####################
# Time taken               : 27.25 s
# Test Parameters: 
# 0.70 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 6400
# HQ Tests Done in total   : 0
# All Tests Done in total  : 6400
# Results Given in total   : 6400
# Locations Moved in total : 3950918
# Total recovered HCW      : 54
# Total HCW                : 81
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9990 8 0 0 0 2 0 0 0 50 0 0 0 
2 9988 8 0 0 0 4 0 0 0 50 0 0 0 
3 9983 10 2 0 0 5 0 0 0 50 0 0 0 
4 9978 12 3 0 0 6 1 0 0 50 0 0 0 
5 9975 12 3 0 0 9 1 0 0 50 0 0 0 
6 9973 11 2 2 0 11 1 0 0 50 0 0 0 
7 9970 14 1 3 0 11 1 0 0 50 0 0 0 
8 9961 15 6 4 0 13 1 0 0 50 0 0 0 
9 9958 13 3 7 1 17 1 0 0 50 0 0 0 
10 9954 13 4 8 0 20 1 0 0 50 0 0 0 
11 9949 15 4 9 0 22 1 0 0 50 0 0 0 
12 9942 16 3 10 1 27 1 0 0 50 0 0 0 
13 9939 14 4 9 0 33 1 0 0 50 0 0 0 
14 9933 14 6 9 0 37 1 0 0 50 0 0 0 
15 9921 20 9 10 0 39 1 0 0 50 0 0 0 
16 9914 19 6 13 1 46 1 0 0 50 0 0 0 
17 9903 25 8 13 1 49 1 0 0 50 0 0 0 
18 9893 26 9 18 1 53 0 0 0 50 0 0 0 
19 9884 29 8 19 1 59 0 0 0 50 0 0 0 
20 9873 33 12 16 2 64 0 0 0 50 0 0 0 
21 9862 33 13 17 2 72 1 0 0 50 0 0 0 
22 9857 31 10 19 1 79 3 0 0 50 0 0 0 
23 9852 31 9 17 3 85 3 0 0 50 0 0 0 
24 9837 36 9 21 3 91 3 0 0 50 0 0 0 
25 9821 33 13 22 2 107 2 0 0 50 0 0 0 
26 9806 33 16 25 3 115 2 0 0 50 0 0 0 
27 9794 31 11 28 4 128 4 0 0 50 0 0 0 
28 9781 34 14 26 5 137 3 0 0 50 0 0 0 
29 9759 36 21 32 2 148 2 0 0 50 0 0 0 
30 9744 38 20 38 2 154 4 0 0 50 0 0 0 
31 9723 44 22 44 3 160 4 0 0 50 0 0 0 
32 9702 51 20 49 4 171 3 0 0 50 0 0 0 
33 9683 52 18 53 3 189 2 0 0 50 0 0 0 
34 9655 58 18 55 6 206 2 0 0 50 0 0 0 
35 9625 70 15 61 2 223 4 0 0 50 0 0 0 
36 9594 76 23 61 2 239 5 0 0 50 0 0 0 
37 9564 84 28 62 2 255 5 0 0 50 0 0 0 
38 9539 84 24 70 3 274 6 0 0 50 0 0 0 
39 9504 90 35 67 2 296 6 0 0 50 0 0 0 
40 9472 91 34 70 4 322 7 0 0 50 0 0 0 
41 9446 89 33 77 4 345 6 0 0 50 0 0 0 
42 9416 88 37 80 4 368 7 0 0 50 0 0 0 
43 9386 91 33 91 5 386 8 0 0 50 0 0 0 
44 9351 95 42 93 4 402 13 0 0 50 0 0 0 
45 9309 102 42 98 7 430 12 0 0 50 0 0 0 
46 9264 113 41 105 5 458 14 0 0 50 0 0 0 
47 9216 119 43 114 6 490 12 0 0 50 0 0 0 
48 9169 128 50 114 6 518 15 0 0 50 0 0 0 
49 9095 144 60 116 9 560 16 0 0 50 0 0 0 
50 9034 159 62 123 13 594 15 0 0 50 0 0 0 
51 8980 167 67 126 4 633 23 0 0 50 0 0 0 
52 8922 170 60 148 7 670 23 0 0 50 0 0 0 
53 8852 188 52 155 10 717 26 0 0 50 0 0 0 
54 8777 192 75 157 7 765 27 0 0 50 0 0 0 
55 8713 203 69 172 10 804 29 0 0 50 0 0 0 
56 8631 213 81 179 10 855 31 0 0 50 0 0 0 
57 8551 227 85 183 13 910 31 0 0 50 0 0 0 
58 8474 232 85 198 9 969 33 0 0 50 0 0 0 
59 8395 240 88 213 10 1021 33 0 0 50 0 0 0 
60 8326 248 74 225 9 1084 34 0 0 50 0 0 0 
61 8241 248 87 228 7 1157 32 0 0 50 0 0 0 
62 8157 251 85 239 6 1229 33 0 0 50 0 0 0 
63 8066 258 84 248 9 1301 34 0 0 50 0 0 0 
64 7970 268 99 275 6 1350 32 0 0 50 0 0 0 
65 7859 295 103 283 14 1408 38 0 0 50 0 0 0 
66 7753 312 98 289 24 1488 36 0 0 50 0 0 0 
67 7643 332 114 290 16 1560 45 0 0 50 0 0 0 
68 7543 338 106 313 16 1637 47 0 0 50 0 0 0 
69 7447 325 111 311 13 1747 46 0 0 50 0 0 0 
70 7345 345 101 319 15 1826 49 0 0 50 0 0 0 
71 7262 339 95 318 17 1921 48 0 0 50 0 0 0 
72 7165 336 99 319 20 2010 51 0 50 0 36 0 0 
73 7067 337 97 325 24 2101 49 0 100 0 71 0 0 
74 6957 337 107 340 21 2183 55 0 150 0 105 0 0 
75 6885 330 96 339 19 2279 52 0 200 0 147 0 0 
76 6806 319 93 355 11 2359 57 0 250 0 180 0 0 
77 6702 316 112 345 15 2455 55 0 300 0 218 0 0 
78 6613 305 110 352 14 2550 56 0 350 0 250 0 0 
79 6527 300 105 350 18 2643 57 0 400 0 283 0 0 
80 6440 311 88 367 15 2722 57 0 450 0 314 0 0 
81 6374 293 81 362 17 2815 58 0 500 0 338 0 0 
82 6312 278 80 358 16 2900 56 0 550 0 369 0 0 
83 6254 266 67 365 13 2973 62 0 600 0 404 0 0 
84 6201 265 56 364 7 3049 58 0 650 0 432 0 0 
