###### TEST LOG ####################
# Time taken               : 26.47 s
# Test Parameters: 
# 0.60 0.98 0.00 0.00
# 1.00 1.00 0.00 1.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 0
# HQ Tests Done in total   : 1330
# All Tests Done in total  : 1330
# Results Given in total   : 1330
# Locations Moved in total : 3964395
# Total recovered HCW      : 59
# Total HCW                : 72
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9989 9 0 0 0 2 0 0 0 10 0 0 0 
2 9987 10 1 0 0 2 0 0 0 10 0 0 0 
3 9983 9 3 1 0 4 0 0 0 10 0 0 0 
4 9977 13 2 3 0 5 0 0 0 10 0 0 0 
5 9976 12 2 3 0 7 0 0 0 10 0 0 0 
6 9973 13 4 3 0 7 0 0 0 10 0 0 0 
7 9969 11 3 5 1 11 0 0 0 10 0 0 0 
8 9964 13 3 5 1 14 0 0 0 10 0 0 0 
9 9955 17 4 6 1 17 0 0 0 10 0 0 0 
10 9948 20 5 6 0 21 0 0 0 10 0 0 0 
11 9946 20 5 6 0 23 0 0 0 10 0 0 0 
12 9935 26 6 8 0 24 1 0 0 10 0 0 0 
13 9931 24 1 13 0 30 1 0 0 10 0 0 0 
14 9922 26 5 13 0 33 1 0 0 10 0 0 0 
15 9916 24 5 13 1 39 2 0 0 10 0 0 0 
16 9907 25 9 13 0 43 3 0 0 10 0 0 0 
17 9894 32 11 14 1 45 3 0 0 10 0 0 0 
18 9879 40 10 17 3 48 3 0 0 10 0 0 0 
19 9867 39 15 21 3 53 2 0 0 10 0 0 0 
20 9852 39 18 26 3 59 3 0 0 10 0 0 0 
21 9832 44 21 32 4 63 4 0 0 10 0 0 0 
22 9821 47 19 31 3 74 5 0 0 10 0 0 0 
23 9797 56 18 36 5 84 4 0 0 10 0 0 0 
24 9774 63 18 36 4 99 6 0 0 10 0 0 0 
25 9752 66 19 38 2 114 9 0 0 10 0 0 0 
26 9726 64 21 47 3 129 10 0 0 10 0 0 0 
27 9708 64 20 52 4 142 10 0 0 10 0 0 0 
28 9688 63 22 53 5 160 9 0 0 10 0 0 0 
29 9654 71 28 54 3 181 9 0 0 10 0 0 0 
30 9630 72 26 57 4 201 10 0 0 10 0 0 0 
31 9601 78 29 61 5 215 11 0 0 10 0 0 0 
32 9569 88 26 72 5 229 11 0 0 10 0 0 0 
33 9531 87 29 81 9 252 11 0 0 10 0 0 0 
34 9500 86 33 79 6 280 16 0 0 10 0 0 0 
35 9472 84 28 89 4 305 18 0 0 10 0 0 0 
36 9446 90 25 90 6 325 18 0 0 10 0 0 0 
37 9423 92 19 99 5 341 21 0 0 10 0 0 0 
38 9388 103 23 102 4 358 22 0 0 10 0 0 0 
39 9333 110 39 109 6 384 19 0 0 10 0 0 0 
40 9294 109 51 113 8 411 14 0 0 10 0 0 0 
41 9235 118 45 132 14 441 15 0 0 10 0 0 0 
42 9177 116 50 144 10 485 18 0 0 10 0 0 0 
43 9133 126 52 145 10 517 17 0 0 10 0 0 0 
44 9082 134 53 148 9 554 20 0 0 10 0 0 0 
45 9026 144 53 156 10 587 24 0 0 10 0 0 0 
46 8976 148 59 165 9 622 21 0 0 10 0 0 0 
