###### TEST LOG ####################
# Time taken               : 27.43 s
# Test Parameters: 
# 0.85 0.98 0.00 0.70
# 1.00 1.00 0.00 0.30
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 4270
# HQ Tests Done in total   : 1830
# All Tests Done in total  : 6100
# Results Given in total   : 6100
# Locations Moved in total : 3949603
# Total recovered HCW      : 65
# Total HCW                : 96
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9989 9 0 0 0 2 0 0 0 50 0 0 0 
2 9988 8 1 0 0 3 0 0 0 50 0 0 0 
3 9983 10 2 1 0 4 0 0 0 50 0 0 0 
4 9979 8 4 1 1 7 0 0 0 50 0 0 0 
5 9973 9 7 3 0 7 1 0 0 50 0 0 0 
6 9972 8 2 7 1 9 1 0 0 50 0 0 0 
7 9971 8 1 9 1 9 1 0 0 50 0 0 0 
8 9967 9 2 7 1 13 1 0 0 50 0 0 0 
9 9964 10 1 7 1 17 0 0 0 50 0 0 0 
10 9960 10 1 8 1 20 0 0 0 50 0 0 0 
11 9950 17 3 8 1 21 0 0 0 50 0 0 0 
12 9947 15 3 6 1 28 0 0 0 50 0 0 0 
13 9941 15 7 6 1 30 0 0 0 50 0 0 0 
14 9932 17 7 10 1 32 1 0 0 50 0 0 0 
15 9926 18 8 10 0 36 2 0 0 50 0 0 0 
16 9922 19 6 13 0 38 2 0 0 50 0 0 0 
17 9918 18 4 15 0 43 2 0 0 50 0 0 0 
18 9906 22 6 17 0 48 1 0 0 50 0 0 0 
19 9901 18 8 18 0 54 1 0 0 50 0 0 0 
20 9898 15 7 22 0 57 1 0 0 50 0 0 0 
21 9886 20 7 25 0 61 1 0 0 50 0 0 0 
22 9879 23 6 25 0 66 1 0 0 50 0 0 0 
23 9875 21 6 23 0 74 1 0 0 50 0 0 0 
24 9870 20 6 25 0 78 1 0 0 50 0 0 0 
25 9865 22 4 23 0 85 1 0 0 50 0 0 0 
26 9854 24 10 22 0 89 1 0 0 50 0 0 0 
27 9840 27 15 24 0 93 1 0 0 50 0 0 0 
