###### TEST LOG ####################
# Time taken               : 28.61 s
# Test Parameters: 
# 0.95 0.98 0.00 0.70
# 1.00 1.00 0.00 0.30
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 623
# HQ Tests Done in total   : 267
# All Tests Done in total  : 890
# Results Given in total   : 890
# Locations Moved in total : 3964334
# Total recovered HCW      : 66
# Total HCW                : 75
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9989 8 1 0 0 2 0 0 0 10 0 0 0 
2 9984 11 1 0 0 4 0 0 0 10 0 0 0 
3 9981 11 2 0 0 6 0 0 0 10 0 0 0 
4 9981 9 0 1 0 9 0 0 0 10 0 0 0 
5 9977 10 2 0 0 11 0 0 0 10 0 0 0 
6 9975 10 4 0 0 11 0 0 0 10 0 0 0 
7 9970 12 6 1 0 11 0 0 0 10 0 0 0 
8 9970 7 3 2 1 17 0 0 0 10 0 0 0 
9 9970 7 1 4 1 17 0 0 0 10 0 0 0 
10 9968 6 2 3 1 20 0 0 0 10 0 0 0 
11 9967 6 1 3 0 22 1 0 0 10 0 0 0 
12 9966 6 1 3 0 23 1 0 0 10 0 0 0 
13 9964 5 2 3 0 25 1 0 0 10 0 0 0 
14 9962 6 2 3 1 25 1 0 0 10 0 0 0 
15 9960 8 2 2 1 26 1 0 0 10 0 0 0 
16 9958 6 1 4 0 29 2 0 0 10 0 0 0 
17 9956 7 0 5 0 30 2 0 0 10 0 0 0 
18 9955 8 0 5 0 30 2 0 0 10 0 0 0 
19 9955 7 0 5 0 31 2 0 0 10 0 0 0 
20 9951 7 1 6 0 33 2 0 0 10 0 0 0 
21 9949 7 2 4 0 36 2 0 0 10 0 0 0 
22 9947 7 2 6 0 37 1 0 0 10 0 0 0 
23 9944 6 3 6 0 40 1 0 0 10 0 0 0 
24 9943 4 3 5 1 43 1 0 0 10 0 0 0 
25 9942 3 2 6 0 45 2 0 0 10 0 0 0 
26 9942 3 2 6 0 45 2 0 0 10 0 0 0 
27 9939 5 2 7 0 45 2 0 0 10 0 0 0 
28 9938 4 2 7 0 47 2 0 0 10 0 0 0 
29 9934 5 3 8 0 48 2 0 0 10 0 0 0 
30 9932 6 2 8 1 49 2 0 0 10 0 0 0 
31 9931 6 1 10 0 49 3 0 0 10 0 0 0 
32 9927 5 4 11 0 50 3 0 0 10 0 0 0 
33 9923 6 3 12 1 52 3 0 0 10 0 0 0 
34 9922 7 1 14 1 52 3 0 0 10 0 0 0 
35 9920 8 0 12 1 56 3 0 0 10 0 0 0 
36 9916 8 3 11 1 59 2 0 0 10 0 0 0 
37 9913 7 4 10 1 63 2 0 0 10 0 0 0 
38 9904 11 6 11 1 65 2 0 0 10 0 0 0 
39 9901 10 6 13 0 68 2 0 0 10 0 0 0 
40 9900 9 5 12 0 71 3 0 0 10 0 0 0 
41 9893 9 5 13 0 77 3 0 0 10 0 0 0 
42 9892 9 3 13 1 79 3 0 0 10 0 0 0 
43 9887 10 6 12 1 81 3 0 0 10 0 0 0 
44 9883 11 7 13 2 82 2 0 0 10 0 0 0 
45 9877 11 8 11 0 90 3 0 0 10 0 0 0 
46 9870 12 7 16 0 92 3 0 0 10 0 0 0 
47 9864 13 6 16 0 98 3 0 0 10 0 0 0 
