###### TEST LOG ####################
# Time taken               : 26.55 s
# Test Parameters: 
# 0.60 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 1130
# HQ Tests Done in total   : 0
# All Tests Done in total  : 1130
# Results Given in total   : 1130
# Locations Moved in total : 3968781
# Total recovered HCW      : 66
# Total HCW                : 87
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9989 9 0 0 0 2 0 0 0 10 0 0 0 
2 9988 7 0 0 0 5 0 0 0 10 0 0 0 
3 9988 6 0 0 0 6 0 0 0 10 0 0 0 
4 9987 6 0 0 0 7 0 0 0 10 0 0 0 
5 9987 6 0 0 0 7 0 0 0 10 0 0 0 
6 9984 5 2 0 0 9 0 0 0 10 0 0 0 
7 9984 3 2 0 0 11 0 0 0 10 0 0 0 
8 9984 3 1 1 0 11 0 0 0 10 0 0 0 
9 9982 5 0 2 0 11 0 0 0 10 0 0 0 
10 9977 7 3 2 0 11 0 0 0 10 0 0 0 
11 9974 8 1 6 0 11 0 0 0 10 0 0 0 
12 9973 6 1 7 0 13 0 0 0 10 0 0 0 
13 9970 8 1 7 0 14 0 0 0 10 0 0 0 
14 9967 6 3 7 0 17 0 0 0 10 0 0 0 
15 9966 6 2 7 0 19 0 0 0 10 0 0 0 
16 9965 6 0 7 1 21 0 0 0 10 0 0 0 
17 9964 6 0 6 1 23 0 0 0 10 0 0 0 
18 9959 5 1 9 0 25 1 0 0 10 0 0 0 
19 9956 6 3 8 0 26 1 0 0 10 0 0 0 
20 9953 6 4 10 0 26 1 0 0 10 0 0 0 
21 9951 7 2 12 1 26 1 0 0 10 0 0 0 
22 9949 7 1 12 0 29 2 0 0 10 0 0 0 
23 9944 7 2 11 0 34 2 0 0 10 0 0 0 
24 9943 6 3 10 0 36 2 0 0 10 0 0 0 
25 9937 6 4 10 0 41 2 0 0 10 0 0 0 
26 9935 6 2 12 0 44 1 0 0 10 0 0 0 
27 9931 8 2 11 1 46 1 0 0 10 0 0 0 
28 9926 9 2 10 0 51 2 0 0 10 0 0 0 
29 9925 9 3 10 0 51 2 0 0 10 0 0 0 
30 9919 12 4 9 0 55 1 0 0 10 0 0 0 
31 9913 15 3 11 0 57 1 0 0 10 0 0 0 
32 9909 13 4 13 0 60 1 0 0 10 0 0 0 
33 9907 13 5 12 1 61 1 0 0 10 0 0 0 
34 9901 14 4 15 0 64 2 0 0 10 0 0 0 
35 9894 16 3 18 0 67 2 0 0 10 0 0 0 
36 9880 20 6 20 0 72 2 0 0 10 0 0 0 
37 9873 22 8 21 0 75 1 0 0 10 0 0 0 
38 9863 24 11 22 1 78 1 0 0 10 0 0 0 
39 9848 26 18 20 2 85 1 0 0 10 0 0 0 
40 9824 36 18 29 3 89 1 0 0 10 0 0 0 
41 9807 42 17 34 6 93 1 0 0 10 0 0 0 
42 9790 42 23 36 4 104 1 0 0 10 0 0 0 
43 9769 44 18 43 3 120 3 0 0 10 0 0 0 
44 9757 49 14 45 5 127 3 0 0 10 0 0 0 
45 9732 56 17 46 4 140 5 0 0 10 0 0 0 
46 9710 61 15 50 3 154 7 0 0 10 0 0 0 
