###### TEST LOG ####################
# Time taken               : 27.54 s
# Test Parameters: 
# 0.85 0.98 0.00 0.60
# 1.00 1.00 0.00 0.40
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 702
# HQ Tests Done in total   : 468
# All Tests Done in total  : 1170
# Results Given in total   : 1170
# Locations Moved in total : 3964387
# Total recovered HCW      : 63
# Total HCW                : 68
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9988 9 0 0 0 3 0 0 0 10 0 0 0 
2 9988 8 0 0 0 4 0 0 0 10 0 0 0 
3 9984 8 1 1 0 6 0 0 0 10 0 0 0 
4 9981 10 1 2 0 6 0 0 0 10 0 0 0 
5 9978 10 3 3 0 6 0 0 0 10 0 0 0 
6 9976 10 3 5 0 6 0 0 0 10 0 0 0 
7 9974 11 2 3 0 9 1 0 0 10 0 0 0 
8 9970 13 1 6 0 10 0 0 0 10 0 0 0 
9 9967 14 0 5 1 13 0 0 0 10 0 0 0 
10 9966 11 1 5 1 16 0 0 0 10 0 0 0 
11 9965 11 0 5 1 18 0 0 0 10 0 0 0 
12 9958 12 3 4 0 22 1 0 0 10 0 0 0 
13 9957 9 2 5 0 25 2 0 0 10 0 0 0 
14 9956 9 2 6 0 25 2 0 0 10 0 0 0 
15 9954 10 2 7 0 25 2 0 0 10 0 0 0 
16 9950 9 2 9 0 28 2 0 0 10 0 0 0 
17 9943 11 6 8 0 31 1 0 0 10 0 0 0 
18 9936 13 9 8 1 32 1 0 0 10 0 0 0 
19 9931 12 9 10 2 35 1 0 0 10 0 0 0 
20 9923 13 10 12 0 39 3 0 0 10 0 0 0 
21 9919 12 11 12 0 43 3 0 0 10 0 0 0 
22 9912 15 9 14 0 48 2 0 0 10 0 0 0 
23 9902 18 11 15 0 52 2 0 0 10 0 0 0 
24 9893 21 10 18 0 56 2 0 0 10 0 0 0 
25 9879 26 14 20 0 59 2 0 0 10 0 0 0 
26 9870 23 15 20 0 70 2 0 0 10 0 0 0 
27 9853 29 16 24 1 75 2 0 0 10 0 0 0 
28 9845 25 12 27 1 87 3 0 0 10 0 0 0 
