###### TEST LOG ####################
# Time taken               : 26.60 s
# Test Parameters: 
# 0.55 0.98 0.00 0.90
# 1.00 1.00 0.00 0.10
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 3653
# HQ Tests Done in total   : 347
# All Tests Done in total  : 4000
# Results Given in total   : 4000
# Locations Moved in total : 3950553
# Total recovered HCW      : 77
# Total HCW                : 106
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9987 11 1 0 0 1 0 0 0 50 0 0 0 
2 9984 10 2 0 0 4 0 0 0 50 0 0 0 
3 9979 11 3 0 1 6 0 0 0 50 0 0 0 
4 9974 13 4 0 0 8 1 0 0 50 0 0 0 
5 9972 14 5 0 0 9 0 0 0 50 0 0 0 
6 9968 13 5 3 0 11 0 0 0 50 0 0 0 
7 9966 13 1 6 1 13 0 0 0 50 0 0 0 
8 9961 15 1 5 1 17 0 0 0 50 0 0 0 
9 9958 15 2 5 0 19 1 0 0 50 0 0 0 
10 9956 15 1 4 1 22 1 0 0 50 0 0 0 
11 9952 12 4 3 1 27 1 0 0 50 0 0 0 
12 9951 12 3 4 0 28 2 0 0 50 0 0 0 
13 9951 8 3 3 0 34 1 0 0 50 0 0 0 
14 9949 9 1 5 0 35 1 0 0 50 0 0 0 
15 9945 10 3 5 0 36 1 0 0 50 0 0 0 
16 9940 8 3 6 2 40 1 0 0 50 0 0 0 
17 9938 7 1 8 2 44 0 0 0 50 0 0 0 
18 9930 12 1 9 1 45 2 0 0 50 0 0 0 
19 9928 11 0 8 1 50 2 0 0 50 0 0 0 
20 9925 11 0 7 0 55 2 0 0 50 0 0 0 
21 9922 9 2 7 0 58 2 0 0 50 0 0 0 
22 9921 8 0 6 0 63 2 0 0 50 0 0 0 
23 9919 9 0 6 0 64 2 0 0 50 0 0 0 
24 9917 9 0 6 0 66 2 0 0 50 0 0 0 
25 9915 7 1 6 0 70 1 0 0 50 0 0 0 
26 9914 5 0 6 0 74 1 0 0 50 0 0 0 
27 9913 5 0 4 0 77 1 0 0 50 0 0 0 
28 9911 7 0 4 0 77 1 0 0 50 0 0 0 
29 9909 9 0 4 0 77 1 0 0 50 0 0 0 
30 9905 7 3 5 0 79 1 0 0 50 0 0 0 
31 9904 8 1 6 0 80 1 0 0 50 0 0 0 
32 9903 7 1 7 0 81 1 0 0 50 0 0 0 
33 9898 8 4 8 0 81 1 0 0 50 0 0 0 
34 9897 8 4 9 0 81 1 0 0 50 0 0 0 
35 9895 9 4 8 0 83 1 0 0 50 0 0 0 
36 9890 10 2 10 0 87 1 0 0 50 0 0 0 
37 9889 8 3 9 0 90 1 0 0 50 0 0 0 
38 9886 8 4 8 0 93 1 0 0 50 0 0 0 
39 9880 12 3 10 0 93 2 0 0 50 0 0 0 
40 9877 12 3 10 0 96 2 0 0 50 0 0 0 
41 9877 12 1 9 0 100 1 0 0 50 0 0 0 
42 9876 11 1 8 0 103 1 0 0 50 0 0 0 
43 9870 14 3 8 0 104 1 0 0 50 0 0 0 
44 9868 15 0 11 0 105 1 0 0 50 0 0 0 
45 9865 15 1 7 0 111 1 0 0 50 0 0 0 
46 9862 13 0 8 0 116 1 0 0 50 0 0 0 
47 9857 17 1 6 0 118 1 0 0 50 0 0 0 
48 9855 17 1 5 0 121 1 0 0 50 0 0 0 
49 9847 21 2 5 0 124 1 0 0 50 0 0 0 
50 9844 22 1 6 0 126 1 0 0 50 0 0 0 
51 9839 21 3 5 1 130 1 0 0 50 0 0 0 
52 9835 18 3 5 0 137 2 0 0 50 0 0 0 
53 9828 20 3 7 0 141 1 0 0 50 0 0 0 
54 9825 17 3 6 0 148 1 0 0 50 0 0 0 
55 9823 19 1 7 0 149 1 0 0 50 0 0 0 
56 9817 19 3 8 0 152 1 0 0 50 0 0 0 
57 9813 15 4 9 0 158 1 0 0 50 0 0 0 
58 9809 14 4 9 0 163 1 0 0 50 0 0 0 
59 9804 15 5 9 0 166 1 0 0 50 0 0 0 
60 9795 15 9 11 0 169 1 0 0 50 0 0 0 
61 9793 12 6 14 1 173 1 0 0 50 0 0 0 
62 9787 16 5 13 2 175 2 0 0 50 0 0 0 
63 9784 16 3 14 1 179 3 0 0 50 0 0 0 
64 9777 21 1 14 3 181 3 0 0 50 0 0 0 
65 9772 21 2 15 2 183 5 0 0 50 0 0 0 
66 9763 18 9 15 0 190 5 0 0 50 0 0 0 
67 9755 20 10 16 0 194 5 0 0 50 0 0 0 
68 9747 20 11 18 0 199 5 0 0 50 0 0 0 
69 9733 24 9 24 0 206 4 0 0 50 0 0 0 
70 9719 28 10 25 1 213 4 0 0 50 0 0 0 
71 9704 37 11 23 3 219 3 0 0 50 0 0 0 
72 9689 42 10 24 1 230 4 0 0 50 0 0 0 
73 9676 39 15 24 0 241 5 0 0 50 0 0 0 
74 9657 45 18 27 2 246 5 0 0 50 0 0 0 
75 9638 51 15 35 3 253 5 0 0 50 0 0 0 
76 9612 55 21 38 2 265 7 0 0 50 0 0 0 
77 9590 57 23 41 3 278 8 0 0 50 0 0 0 
78 9575 61 21 43 5 288 7 0 0 50 0 0 0 
79 9562 58 20 46 4 302 8 0 0 50 0 0 0 
80 9549 58 17 50 3 312 11 0 0 50 0 0 0 
81 9528 59 18 50 4 332 9 0 0 50 0 0 0 
82 9503 65 21 54 3 344 10 0 0 50 0 0 0 
83 9476 73 23 60 3 355 10 0 0 50 0 0 0 
84 9443 73 34 67 2 370 11 0 0 50 0 0 0 
85 9410 73 33 77 5 391 11 0 0 50 0 0 0 
86 9380 79 30 79 7 415 10 0 0 50 0 0 0 
87 9347 80 38 81 4 442 8 0 0 50 0 0 0 
88 9325 75 30 96 2 463 9 0 0 50 0 0 0 
89 9278 88 43 93 2 487 9 0 0 50 0 0 0 
90 9225 100 43 105 7 511 9 0 0 50 0 0 0 
91 9180 111 37 110 8 545 9 0 0 50 0 0 0 
92 9137 119 38 118 6 571 11 0 0 50 0 0 0 
93 9089 127 40 118 6 608 12 0 0 50 0 0 0 
94 9053 120 39 123 2 648 15 0 0 50 0 0 0 
95 9005 118 45 119 5 693 15 0 0 50 0 0 0 
96 8963 122 44 127 5 724 15 0 0 50 0 0 0 
97 8918 128 45 124 9 763 13 0 0 50 0 0 0 
98 8871 133 45 126 3 807 15 0 0 50 0 0 0 
99 8814 135 50 135 6 846 14 0 0 50 0 0 0 
100 8744 166 42 147 9 874 18 0 0 50 0 0 0 
101 8692 170 42 149 8 922 17 0 0 50 0 0 0 
