###### TEST LOG ####################
# Time taken               : 24.28 s
# Test Parameters: 
# 0.80 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 1270
# HQ Tests Done in total   : 0
# All Tests Done in total  : 1270
# Results Given in total   : 1270
# Locations Moved in total : 3964253
# Total recovered HCW      : 63
# Total HCW                : 82
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9989 8 1 0 0 2 0 0 0 10 0 0 0 
2 9987 8 1 1 0 3 0 0 0 10 0 0 0 
3 9982 9 2 2 0 4 1 0 0 10 0 0 0 
4 9982 9 1 3 0 4 1 0 0 10 0 0 0 
5 9981 8 1 3 0 6 1 0 0 10 0 0 0 
6 9976 10 2 4 0 7 1 0 0 10 0 0 0 
7 9972 8 5 5 0 9 1 0 0 10 0 0 0 
8 9972 7 1 7 0 12 1 0 0 10 0 0 0 
9 9970 7 1 8 0 13 1 0 0 10 0 0 0 
10 9966 8 2 8 0 15 1 0 0 10 0 0 0 
11 9963 8 4 6 0 18 1 0 0 10 0 0 0 
12 9962 9 2 8 0 18 1 0 0 10 0 0 0 
13 9958 10 3 8 0 21 0 0 0 10 0 0 0 
14 9956 11 2 9 0 22 0 0 0 10 0 0 0 
15 9953 9 3 10 0 25 0 0 0 10 0 0 0 
16 9951 8 1 12 0 28 0 0 0 10 0 0 0 
17 9942 13 4 10 0 31 0 0 0 10 0 0 0 
18 9938 12 7 8 0 35 0 0 0 10 0 0 0 
19 9933 15 7 10 0 35 0 0 0 10 0 0 0 
20 9927 16 6 14 0 37 0 0 0 10 0 0 0 
21 9922 12 5 16 1 44 0 0 0 10 0 0 0 
22 9913 16 4 20 0 45 2 0 0 10 0 0 0 
23 9902 16 11 20 0 49 2 0 0 10 0 0 0 
24 9898 13 7 27 0 53 2 0 0 10 0 0 0 
25 9889 16 7 28 0 58 2 0 0 10 0 0 0 
26 9878 18 6 34 0 62 2 0 0 10 0 0 0 
27 9866 23 10 32 1 67 1 0 0 10 0 0 0 
28 9844 27 17 36 1 73 2 0 0 10 0 0 0 
29 9824 33 20 38 0 83 2 0 0 10 0 0 0 
30 9807 38 20 43 1 89 2 0 0 10 0 0 0 
31 9788 47 21 45 1 96 2 0 0 10 0 0 0 
32 9771 51 16 48 2 109 3 0 0 10 0 0 0 
33 9755 54 16 47 1 123 4 0 0 10 0 0 0 
34 9742 52 15 50 4 133 4 0 0 10 0 0 0 
35 9707 63 24 51 5 146 4 0 0 10 0 0 0 
36 9684 66 26 56 5 159 4 0 0 10 0 0 0 
37 9654 69 25 65 3 178 6 0 0 10 0 0 0 
38 9619 77 31 70 2 195 6 0 0 10 0 0 0 
39 9592 75 30 78 4 215 6 0 0 10 0 0 0 
40 9558 81 29 84 3 237 8 0 0 10 0 0 0 
41 9524 90 28 90 4 255 9 0 0 10 0 0 0 
42 9478 98 38 91 2 283 10 0 0 10 0 0 0 
43 9430 113 43 90 3 308 13 0 0 10 0 0 0 
44 9376 122 48 97 4 342 11 0 0 10 0 0 0 
45 9332 121 48 110 5 373 11 0 0 10 0 0 0 
46 9288 119 44 122 5 411 11 0 0 10 0 0 0 
47 9235 128 46 131 5 445 10 0 0 10 0 0 0 
