###### TEST LOG ####################
# Time taken               : 24.75 s
# Test Parameters: 
# 0.85 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 5050
# HQ Tests Done in total   : 0
# All Tests Done in total  : 5050
# Results Given in total   : 5050
# Locations Moved in total : 3953948
# Total recovered HCW      : 55
# Total HCW                : 77
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9988 10 0 0 0 2 0 0 0 50 0 0 0 
2 9987 8 0 0 0 5 0 0 0 50 0 0 0 
3 9984 9 1 0 0 6 0 0 0 50 0 0 0 
4 9981 8 3 0 0 8 0 0 0 50 0 0 0 
5 9981 5 2 1 0 11 0 0 0 50 0 0 0 
6 9980 4 2 1 0 13 0 0 0 50 0 0 0 
7 9979 2 2 2 0 15 0 0 0 50 0 0 0 
8 9978 1 1 2 1 17 0 0 0 50 0 0 0 
9 9977 1 1 3 0 18 0 0 0 50 0 0 0 
10 9976 1 2 3 0 18 0 0 0 50 0 0 0 
11 9975 2 1 4 0 18 0 0 0 50 0 0 0 
12 9974 2 1 5 0 18 0 0 0 50 0 0 0 
13 9974 2 0 4 0 20 0 0 0 50 0 0 0 
14 9973 2 1 4 0 20 0 0 0 50 0 0 0 
15 9973 1 0 4 1 21 0 0 0 50 0 0 0 
16 9971 1 2 4 0 21 1 0 0 50 0 0 0 
17 9969 1 3 5 0 21 1 0 0 50 0 0 0 
18 9968 1 3 6 0 21 1 0 0 50 0 0 0 
19 9963 2 5 6 1 22 1 0 0 50 0 0 0 
20 9961 2 7 6 1 22 1 0 0 50 0 0 0 
21 9959 4 4 9 0 22 2 0 0 50 0 0 0 
22 9958 5 2 9 0 24 2 0 0 50 0 0 0 
23 9957 4 1 10 0 26 2 0 0 50 0 0 0 
24 9953 3 2 10 0 30 2 0 0 50 0 0 0 
25 9951 2 3 6 0 36 2 0 0 50 0 0 0 
26 9949 3 4 6 0 36 2 0 0 50 0 0 0 
27 9946 4 3 6 1 38 2 0 0 50 0 0 0 
28 9945 2 4 6 0 41 2 0 0 50 0 0 0 
29 9943 3 2 8 0 42 2 0 0 50 0 0 0 
30 9942 3 1 8 1 44 1 0 0 50 0 0 0 
31 9939 2 4 6 1 47 1 0 0 50 0 0 0 
32 9938 3 3 6 1 48 1 0 0 50 0 0 0 
33 9933 7 2 7 1 49 1 0 0 50 0 0 0 
34 9928 9 4 5 1 52 1 0 0 50 0 0 0 
35 9925 10 4 5 1 53 2 0 0 50 0 0 0 
36 9921 10 4 7 1 56 1 0 0 50 0 0 0 
37 9917 11 3 9 1 58 1 0 0 50 0 0 0 
38 9914 13 3 10 0 59 1 0 0 50 0 0 0 
39 9905 15 3 15 0 61 1 0 0 50 0 0 0 
40 9897 17 4 18 0 63 1 0 0 50 0 0 0 
41 9892 16 5 20 0 66 1 0 0 50 0 0 0 
42 9883 17 6 22 1 70 1 0 0 50 0 0 0 
43 9877 15 7 20 2 77 2 0 0 50 0 0 0 
44 9868 16 10 21 1 81 3 0 0 50 0 0 0 
45 9865 16 11 20 1 84 3 0 0 50 0 0 0 
46 9856 19 12 20 0 89 4 0 0 50 0 0 0 
47 9845 20 12 23 1 94 5 0 0 50 0 0 0 
48 9836 25 9 24 1 100 5 0 0 50 0 0 0 
49 9826 24 8 27 1 109 5 0 0 50 0 0 0 
50 9816 24 11 29 0 115 5 0 0 50 0 0 0 
51 9802 26 13 32 0 121 6 0 0 50 0 0 0 
52 9787 28 15 34 0 132 4 0 0 50 0 0 0 
53 9778 30 12 37 0 140 3 0 0 50 0 0 0 
54 9760 39 12 36 4 146 3 0 0 50 0 0 0 
55 9748 36 10 44 4 157 1 0 0 50 0 0 0 
56 9736 37 10 47 5 164 1 0 0 50 0 0 0 
57 9724 37 11 44 5 176 3 0 0 50 0 0 0 
58 9713 43 9 45 4 182 4 0 0 50 0 0 0 
59 9683 56 14 43 4 195 5 0 0 50 0 0 0 
60 9659 50 18 50 2 215 6 0 0 50 0 0 0 
61 9642 51 22 51 3 225 6 0 0 50 0 0 0 
62 9619 64 18 51 1 240 7 0 0 50 0 0 0 
63 9592 75 19 55 0 253 6 0 0 50 0 0 0 
64 9566 77 22 57 2 269 7 0 0 50 0 0 0 
65 9543 77 23 55 5 289 8 0 0 50 0 0 0 
66 9516 77 25 59 2 313 8 0 0 50 0 0 0 
67 9485 87 27 67 1 324 9 0 0 50 0 0 0 
68 9458 88 22 73 5 343 11 0 0 50 0 0 0 
69 9416 99 29 78 5 359 14 0 0 50 0 0 0 
70 9365 113 38 87 4 379 14 0 0 50 0 0 0 
71 9317 121 42 100 4 401 15 0 0 50 0 0 0 
72 9258 135 47 109 5 429 17 0 0 50 0 0 0 
73 9219 141 51 114 5 454 16 0 0 50 0 0 0 
74 9162 151 44 133 8 485 17 0 0 50 0 0 0 
75 9114 159 40 132 7 526 22 0 0 50 0 0 0 
76 9053 159 53 133 7 570 25 0 0 50 0 0 0 
77 8995 160 51 140 7 620 27 0 0 50 0 0 0 
78 8938 168 51 141 11 668 23 0 0 50 0 0 0 
79 8867 183 66 143 6 711 24 0 0 50 0 0 0 
80 8813 189 57 149 7 761 24 0 0 50 0 0 0 
81 8762 182 56 166 9 801 24 0 0 50 0 0 0 
82 8703 186 61 168 6 853 23 0 0 50 0 0 0 
83 8633 189 66 181 11 899 21 0 0 50 0 0 0 
84 8561 201 66 200 11 937 24 0 0 50 0 0 0 
85 8491 212 63 204 7 993 30 0 0 50 0 0 0 
86 8410 216 73 212 4 1059 26 0 0 50 0 0 0 
87 8322 227 70 226 10 1119 26 0 0 50 0 0 0 
88 8247 235 66 241 7 1177 27 0 0 50 0 0 0 
89 8153 244 72 254 9 1241 27 0 0 50 0 0 0 
90 8084 242 77 255 8 1304 30 0 0 50 0 0 0 
91 7989 254 79 260 8 1382 28 0 0 50 0 0 0 
92 7916 253 81 259 12 1452 27 0 0 50 0 0 0 
93 7819 269 84 278 12 1509 29 0 0 50 0 0 0 
94 7720 273 100 274 12 1587 34 0 0 50 0 0 0 
95 7612 286 98 287 7 1671 39 0 0 50 0 0 0 
96 7521 286 93 305 7 1746 42 0 0 50 0 0 0 
97 7426 287 84 308 9 1846 40 0 0 50 0 0 0 
98 7334 294 91 306 10 1925 40 0 0 50 0 0 0 
99 7234 305 88 309 12 2013 39 0 50 0 45 0 0 
100 7122 323 95 321 12 2088 39 0 100 0 88 0 0 
101 7029 316 95 320 15 2188 37 0 150 0 127 0 0 
102 6943 319 98 333 11 2255 41 0 200 0 168 0 0 
103 6852 320 93 348 12 2333 42 0 250 0 213 0 0 
104 6789 306 88 339 11 2419 48 0 300 0 249 0 0 
105 6713 306 83 348 14 2492 44 0 350 0 291 0 0 
106 6629 307 84 345 16 2575 44 0 400 0 334 0 0 
107 6570 287 72 345 18 2658 50 0 450 0 375 0 0 
108 6496 282 76 342 15 2740 49 0 500 0 420 0 0 
109 6444 263 82 339 18 2807 47 0 550 0 461 0 0 
110 6392 270 69 331 17 2870 51 0 600 0 499 0 0 
111 6347 256 67 321 14 2943 52 0 650 0 534 0 0 
112 6294 242 53 330 13 3021 47 0 700 0 571 0 0 
113 6270 216 45 326 8 3087 48 0 750 0 546 0 0 
114 6231 216 41 301 8 3157 46 0 800 0 532 0 0 
115 6197 196 34 293 6 3227 47 0 850 0 522 0 0 
116 6169 187 30 272 6 3293 43 0 900 0 503 0 0 
117 6147 170 22 254 4 3359 44 0 950 0 488 0 0 
118 6116 172 24 242 6 3400 40 0 1000 0 473 0 0 
119 6088 162 26 222 6 3454 42 0 1050 0 448 0 0 
120 6068 147 19 212 5 3509 40 0 1100 0 427 0 0 
121 6047 131 25 190 6 3563 38 0 1150 0 403 0 0 
122 6028 122 23 177 8 3603 39 0 1200 0 372 0 0 
123 6013 116 13 179 6 3636 37 0 1250 0 356 0 0 
124 5988 109 21 167 7 3669 39 0 1300 0 332 0 0 
125 5978 108 14 158 4 3703 35 0 1350 0 309 0 0 
126 5967 98 13 156 3 3730 33 0 1400 0 283 0 0 
127 5952 89 12 144 4 3769 30 0 1450 0 276 0 0 
128 5937 85 16 137 3 3793 29 0 1500 0 258 0 0 
129 5923 81 14 127 3 3828 24 0 1550 0 240 0 0 
