###### TEST LOG ####################
# Time taken               : 24.34 s
# Test Parameters: 
# 0.55 0.98 0.00 0.70
# 1.00 1.00 0.00 0.30
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 840
# HQ Tests Done in total   : 360
# All Tests Done in total  : 1200
# Results Given in total   : 1200
# Locations Moved in total : 3967509
# Total recovered HCW      : 71
# Total HCW                : 83
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9990 6 0 0 0 4 0 0 0 10 0 0 0 
2 9989 6 1 0 0 4 0 0 0 10 0 0 0 
3 9988 6 2 0 0 4 0 0 0 10 0 0 0 
4 9987 6 2 0 1 4 0 0 0 10 0 0 0 
5 9985 5 3 1 1 5 0 0 0 10 0 0 0 
6 9984 5 4 1 0 5 1 0 0 10 0 0 0 
7 9982 6 2 3 1 5 1 0 0 10 0 0 0 
8 9981 5 3 3 1 6 1 0 0 10 0 0 0 
9 9980 5 3 4 0 6 2 0 0 10 0 0 0 
10 9977 6 3 6 0 7 1 0 0 10 0 0 0 
11 9972 8 5 5 0 8 2 0 0 10 0 0 0 
12 9968 6 5 7 1 11 2 0 0 10 0 0 0 
13 9967 5 2 10 1 13 2 0 0 10 0 0 0 
14 9965 5 1 11 1 15 2 0 0 10 0 0 0 
15 9956 9 4 13 1 15 2 0 0 10 0 0 0 
16 9952 11 4 13 1 18 1 0 0 10 0 0 0 
17 9949 13 4 14 1 18 1 0 0 10 0 0 0 
18 9944 11 7 14 1 22 1 0 0 10 0 0 0 
19 9935 15 7 18 0 23 2 0 0 10 0 0 0 
20 9924 19 10 17 0 28 2 0 0 10 0 0 0 
21 9913 18 13 20 0 35 1 0 0 10 0 0 0 
22 9906 21 13 23 0 35 2 0 0 10 0 0 0 
23 9896 21 11 25 2 44 1 0 0 10 0 0 0 
24 9880 23 21 22 1 51 2 0 0 10 0 0 0 
25 9870 23 19 26 2 58 2 0 0 10 0 0 0 
26 9857 24 18 34 1 63 3 0 0 10 0 0 0 
27 9849 25 18 36 1 69 2 0 0 10 0 0 0 
28 9841 28 16 39 0 74 2 0 0 10 0 0 0 
29 9820 35 20 41 2 80 2 0 0 10 0 0 0 
30 9806 36 13 48 3 92 2 0 0 10 0 0 0 
31 9789 37 14 49 2 106 3 0 0 10 0 0 0 
