###### TEST LOG ####################
# Time taken               : 24.88 s
# Test Parameters: 
# 0.55 0.98 0.00 0.50
# 1.00 1.00 0.00 0.50
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 685
# HQ Tests Done in total   : 685
# All Tests Done in total  : 1370
# Results Given in total   : 1370
# Locations Moved in total : 3966560
# Total recovered HCW      : 65
# Total HCW                : 80
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9988 9 1 0 0 2 0 0 0 10 0 0 0 
2 9986 7 2 0 0 5 0 0 0 10 0 0 0 
3 9984 6 3 1 0 6 0 0 0 10 0 0 0 
4 9982 6 2 3 0 7 0 0 0 10 0 0 0 
5 9980 7 2 3 0 8 0 0 0 10 0 0 0 
6 9974 11 3 3 0 9 0 0 0 10 0 0 0 
7 9969 13 3 5 0 10 0 0 0 10 0 0 0 
8 9964 16 3 5 0 11 1 0 0 10 0 0 0 
9 9958 15 5 9 0 13 0 0 0 10 0 0 0 
10 9957 11 3 12 0 17 0 0 0 10 0 0 0 
11 9952 9 6 14 0 19 0 0 0 10 0 0 0 
12 9944 12 8 16 0 20 0 0 0 10 0 0 0 
13 9936 16 7 21 0 20 0 0 0 10 0 0 0 
14 9929 19 7 20 1 24 0 0 0 10 0 0 0 
15 9920 26 7 18 3 26 0 0 0 10 0 0 0 
16 9908 24 10 23 2 33 0 0 0 10 0 0 0 
17 9888 30 16 26 3 37 0 0 0 10 0 0 0 
18 9875 28 20 27 3 47 0 0 0 10 0 0 0 
19 9860 33 19 29 3 56 0 0 0 10 0 0 0 
20 9843 40 17 32 3 64 1 0 0 10 0 0 0 
21 9834 39 16 36 2 72 1 0 0 10 0 0 0 
22 9810 47 20 38 3 81 1 0 0 10 0 0 0 
23 9788 52 21 47 3 88 1 0 0 10 0 0 0 
24 9764 58 23 54 3 97 1 0 0 10 0 0 0 
25 9732 66 25 60 6 110 1 0 0 10 0 0 0 
26 9707 66 28 62 6 128 3 0 0 10 0 0 0 
27 9685 65 29 69 8 141 3 0 0 10 0 0 0 
28 9653 68 31 78 7 156 7 0 0 10 0 0 0 
29 9629 75 29 75 2 176 14 0 0 10 0 0 0 
30 9596 79 37 72 6 197 13 0 0 10 0 0 0 
31 9561 77 42 80 5 221 14 0 0 10 0 0 0 
32 9520 90 37 89 8 241 15 0 0 10 0 0 0 
33 9481 93 37 103 8 265 13 0 0 10 0 0 0 
