###### TEST LOG ####################
# Time taken               : 24.87 s
# Test Parameters: 
# 0.85 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 1270
# HQ Tests Done in total   : 0
# All Tests Done in total  : 1270
# Results Given in total   : 1270
# Locations Moved in total : 3963784
# Total recovered HCW      : 62
# Total HCW                : 71
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9987 11 2 0 0 0 0 0 0 10 0 0 0 
2 9984 12 1 1 0 2 0 0 0 10 0 0 0 
3 9984 12 0 2 0 2 0 0 0 10 0 0 0 
4 9978 13 1 3 1 4 0 0 0 10 0 0 0 
5 9975 13 2 2 0 7 1 0 0 10 0 0 0 
6 9974 13 2 2 0 8 1 0 0 10 0 0 0 
7 9969 12 3 3 0 12 1 0 0 10 0 0 0 
8 9964 11 4 4 1 15 1 0 0 10 0 0 0 
9 9960 11 4 5 1 17 2 0 0 10 0 0 0 
10 9953 14 4 8 1 19 1 0 0 10 0 0 0 
11 9953 12 2 9 0 23 1 0 0 10 0 0 0 
12 9947 15 3 8 0 26 1 0 0 10 0 0 0 
13 9942 16 4 9 0 28 1 0 0 10 0 0 0 
14 9932 19 7 11 0 30 1 0 0 10 0 0 0 
15 9927 19 4 16 0 34 0 0 0 10 0 0 0 
16 9920 18 4 16 1 41 0 0 0 10 0 0 0 
