###### TEST LOG ####################
# Time taken               : 26.62 s
# Test Parameters: 
# 0.60 0.98 0.00 0.00
# 1.00 1.00 0.00 1.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 0
# HQ Tests Done in total   : 6300
# All Tests Done in total  : 6300
# Results Given in total   : 6300
# Locations Moved in total : 3947744
# Total recovered HCW      : 37
# Total HCW                : 82
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9985 12 2 1 0 0 0 0 0 50 0 0 0 
2 9979 16 2 2 1 0 0 0 0 50 0 0 0 
3 9976 15 4 2 1 2 0 0 0 50 0 0 0 
4 9973 18 0 6 1 2 0 0 0 50 0 0 0 
5 9970 16 1 5 0 6 2 0 0 50 0 0 0 
6 9963 19 1 5 0 10 2 0 0 50 0 0 0 
7 9959 17 3 3 0 16 2 0 0 50 0 0 0 
8 9956 16 3 3 0 20 2 0 0 50 0 0 0 
9 9949 21 4 2 0 22 2 0 0 50 0 0 0 
10 9949 20 2 2 1 25 1 0 0 50 0 0 0 
11 9946 21 1 3 2 26 1 0 0 50 0 0 0 
12 9944 21 2 3 1 27 2 0 0 50 0 0 0 
13 9943 19 1 4 1 30 2 0 0 50 0 0 0 
14 9936 18 4 4 0 35 3 0 0 50 0 0 0 
15 9931 17 4 5 0 40 3 0 0 50 0 0 0 
16 9926 17 5 6 1 42 3 0 0 50 0 0 0 
17 9923 17 4 8 1 44 3 0 0 50 0 0 0 
18 9920 16 2 10 1 48 3 0 0 50 0 0 0 
19 9914 18 2 10 1 52 3 0 0 50 0 0 0 
20 9903 24 4 9 2 55 3 0 0 50 0 0 0 
21 9895 23 6 12 1 61 2 0 0 50 0 0 0 
22 9889 20 5 17 1 66 2 0 0 50 0 0 0 
23 9883 22 4 17 0 71 3 0 0 50 0 0 0 
24 9870 25 7 16 0 80 2 0 0 50 0 0 0 
25 9859 27 4 23 0 85 2 0 0 50 0 0 0 
26 9844 31 8 24 0 92 1 0 0 50 0 0 0 
27 9828 36 9 25 2 99 1 0 0 50 0 0 0 
28 9811 38 11 28 0 109 3 0 0 50 0 0 0 
29 9798 38 10 33 0 119 2 0 0 50 0 0 0 
30 9773 42 21 32 1 129 2 0 0 50 0 0 0 
31 9762 37 19 36 1 142 3 0 0 50 0 0 0 
32 9748 39 21 40 0 149 3 0 0 50 0 0 0 
33 9731 43 25 41 0 158 2 0 0 50 0 0 0 
34 9707 48 30 45 1 167 2 0 0 50 0 0 0 
35 9687 53 21 52 2 182 3 0 0 50 0 0 0 
36 9664 61 14 63 2 193 3 0 0 50 0 0 0 
37 9644 64 20 66 1 201 4 0 0 50 0 0 0 
38 9618 68 21 66 2 221 4 0 0 50 0 0 0 
39 9594 72 19 64 2 244 5 0 0 50 0 0 0 
40 9561 86 19 70 3 256 5 0 0 50 0 0 0 
41 9533 87 21 68 5 280 6 0 0 50 0 0 0 
42 9495 96 38 66 5 295 5 0 0 50 0 0 0 
43 9467 95 31 79 6 316 6 0 0 50 0 0 0 
44 9428 102 30 87 7 338 8 0 0 50 0 0 0 
45 9389 101 35 93 8 364 10 0 0 50 0 0 0 
46 9342 118 37 99 8 384 12 0 0 50 0 0 0 
47 9287 126 36 112 9 418 12 0 0 50 0 0 0 
48 9238 139 48 118 7 439 11 0 0 50 0 0 0 
49 9186 138 46 123 9 492 6 0 0 50 0 0 0 
50 9136 145 53 118 10 529 9 0 0 50 0 0 0 
51 9085 152 45 132 9 560 17 0 0 50 0 0 0 
52 9037 153 46 132 10 604 18 0 0 50 0 0 0 
53 8969 155 59 133 11 656 17 0 0 50 0 0 0 
54 8895 147 59 157 14 708 20 0 0 50 0 0 0 
55 8824 168 57 171 12 744 24 0 0 50 0 0 0 
56 8772 169 59 179 11 784 26 0 0 50 0 0 0 
57 8708 180 68 182 12 826 24 0 0 50 0 0 0 
58 8628 194 79 187 9 878 25 0 0 50 0 0 0 
59 8553 200 73 205 14 929 26 0 0 50 0 0 0 
60 8450 235 78 224 8 975 30 0 0 50 0 0 0 
61 8375 237 88 228 13 1032 27 0 0 50 0 0 0 
62 8295 235 88 254 14 1086 28 0 0 50 0 0 0 
63 8203 244 81 276 18 1152 26 0 0 50 0 0 0 
64 8095 248 94 293 18 1221 31 0 0 50 0 0 0 
65 7996 272 96 300 15 1286 35 0 0 50 0 0 0 
66 7897 289 80 323 14 1356 41 0 0 50 0 0 0 
67 7813 298 78 336 16 1419 40 0 0 50 0 0 0 
68 7706 303 91 339 11 1506 44 0 0 50 0 0 0 
69 7611 304 104 342 10 1583 46 0 0 50 0 0 0 
70 7512 307 101 352 13 1670 45 0 0 50 0 0 0 
71 7391 327 115 356 16 1747 48 0 0 50 0 0 0 
72 7259 345 124 373 13 1837 49 0 0 50 0 0 0 
73 7145 354 119 382 16 1937 47 0 0 50 0 0 0 
74 7041 369 104 399 13 2022 52 50 0 0 50 0 0 
75 6934 370 108 396 11 2132 49 100 0 0 100 0 0 
76 6832 358 112 398 16 2237 47 150 0 0 150 0 0 
77 6715 369 115 402 21 2329 49 200 0 0 198 0 0 
78 6604 369 108 418 18 2431 52 250 0 0 246 0 0 
79 6513 350 97 436 18 2532 54 300 0 0 295 0 0 
80 6430 348 102 425 14 2628 53 350 0 0 344 0 0 
81 6336 361 91 429 14 2716 53 400 0 0 391 0 0 
82 6273 334 75 422 12 2829 55 450 0 0 439 0 0 
83 6201 318 71 416 10 2928 56 500 0 0 487 0 0 
84 6136 305 74 394 14 3022 55 550 0 0 536 0 0 
85 6083 281 67 388 16 3110 55 600 0 0 583 0 0 
86 6034 262 62 372 13 3201 56 650 0 0 629 0 0 
87 5982 254 62 364 14 3265 59 700 0 0 663 0 0 
88 5950 229 61 345 16 3344 55 750 0 0 630 0 0 
89 5908 214 64 334 12 3405 63 800 0 0 608 0 0 
90 5869 202 59 316 10 3484 60 850 0 0 589 0 0 
91 5838 190 46 308 13 3549 56 900 0 0 570 0 0 
92 5815 170 37 292 14 3617 55 950 0 0 554 0 0 
93 5796 157 31 282 10 3673 51 1000 0 0 522 0 0 
94 5770 152 29 269 10 3718 52 1050 0 0 497 0 0 
95 5742 148 31 249 10 3771 49 1100 0 0 468 0 0 
96 5718 144 28 239 10 3818 43 1150 0 0 446 0 0 
97 5701 138 21 229 9 3861 41 1200 0 0 422 0 0 
98 5683 130 21 208 7 3909 42 1250 0 0 396 0 0 
99 5667 119 22 185 2 3962 43 1300 0 0 368 0 0 
100 5653 115 22 174 3 3995 38 1350 0 0 341 0 0 
101 5636 114 16 172 3 4023 36 1400 0 0 332 0 0 
102 5617 109 21 163 1 4056 33 1450 0 0 329 0 0 
103 5602 107 18 154 1 4086 32 1500 0 0 308 0 0 
104 5588 98 19 144 0 4121 30 1550 0 0 287 0 0 
105 5574 87 13 145 1 4154 26 1600 0 0 277 0 0 
106 5563 82 13 130 1 4186 25 1650 0 0 259 0 0 
107 5549 79 11 125 3 4209 24 1700 0 0 255 0 0 
108 5535 75 14 116 1 4236 23 1750 0 0 239 0 0 
109 5528 68 10 104 2 4266 22 1800 0 0 230 0 0 
