###### TEST LOG ####################
# Time taken               : 28.08 s
# Test Parameters: 
# 0.70 0.98 0.00 0.00
# 1.00 1.00 0.00 1.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 0
# HQ Tests Done in total   : 1190
# All Tests Done in total  : 1190
# Results Given in total   : 1190
# Locations Moved in total : 3965562
# Total recovered HCW      : 60
# Total HCW                : 77
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9990 9 0 0 0 1 0 0 0 10 0 0 0 
2 9989 8 0 0 0 3 0 0 0 10 0 0 0 
3 9986 10 0 0 0 4 0 0 0 10 0 0 0 
4 9983 10 1 2 0 4 0 0 0 10 0 0 0 
5 9979 10 3 1 0 7 0 0 0 10 0 0 0 
6 9978 9 2 3 0 8 0 0 0 10 0 0 0 
7 9977 9 2 2 0 10 0 0 0 10 0 0 0 
8 9975 9 2 2 0 12 0 0 0 10 0 0 0 
9 9974 9 1 3 0 13 0 0 0 10 0 0 0 
10 9974 7 1 3 0 15 0 0 0 10 0 0 0 
11 9974 7 0 4 0 15 0 0 0 10 0 0 0 
12 9971 8 0 3 0 18 0 0 0 10 0 0 0 
13 9968 8 1 3 0 20 0 0 0 10 0 0 0 
14 9966 9 1 3 0 21 0 0 0 10 0 0 0 
15 9964 10 1 3 0 22 0 0 0 10 0 0 0 
16 9958 11 2 4 1 24 0 0 0 10 0 0 0 
17 9950 16 2 4 1 27 0 0 0 10 0 0 0 
18 9942 18 5 5 1 29 0 0 0 10 0 0 0 
19 9937 18 3 5 1 35 1 0 0 10 0 0 0 
20 9930 20 3 7 0 39 1 0 0 10 0 0 0 
21 9924 19 5 8 1 42 1 0 0 10 0 0 0 
22 9917 19 5 10 1 46 2 0 0 10 0 0 0 
23 9911 19 7 11 0 50 2 0 0 10 0 0 0 
24 9905 20 6 13 1 53 2 0 0 10 0 0 0 
25 9889 26 9 16 2 56 2 0 0 10 0 0 0 
26 9883 29 9 15 1 60 3 0 0 10 0 0 0 
27 9874 27 9 18 0 71 1 0 0 10 0 0 0 
28 9867 27 9 21 0 75 1 0 0 10 0 0 0 
29 9863 24 5 26 0 81 1 0 0 10 0 0 0 
30 9856 23 7 25 2 86 1 0 0 10 0 0 0 
31 9850 25 6 23 2 93 1 0 0 10 0 0 0 
32 9837 28 10 23 1 100 1 0 0 10 0 0 0 
33 9822 32 13 24 3 104 2 0 0 10 0 0 0 
34 9801 40 18 23 3 113 2 0 0 10 0 0 0 
35 9784 42 8 31 3 129 3 0 0 10 0 0 0 
36 9776 41 9 30 4 138 2 0 0 10 0 0 0 
37 9762 42 11 33 3 147 2 0 0 10 0 0 0 
38 9742 50 12 33 2 158 3 0 0 10 0 0 0 
39 9718 55 21 36 2 164 4 0 0 10 0 0 0 
40 9698 59 23 41 3 172 4 0 0 10 0 0 0 
41 9684 59 20 44 4 183 6 0 0 10 0 0 0 
42 9664 65 23 47 1 193 7 0 0 10 0 0 0 
43 9627 80 29 48 1 208 7 0 0 10 0 0 0 
44 9596 90 31 51 1 225 6 0 0 10 0 0 0 
45 9575 87 23 65 3 241 6 0 0 10 0 0 0 
46 9540 96 25 67 2 261 9 0 0 10 0 0 0 
47 9504 101 22 68 2 294 9 0 0 10 0 0 0 
48 9458 115 29 73 1 315 9 0 0 10 0 0 0 
49 9419 108 37 73 1 352 10 0 0 10 0 0 0 
50 9383 112 44 70 3 377 11 0 0 10 0 0 0 
51 9358 121 33 82 1 389 16 0 0 10 0 0 0 
52 9327 120 35 81 0 421 16 0 0 10 0 0 0 
53 9287 122 37 87 3 448 16 0 0 10 0 0 0 
54 9259 113 26 105 2 478 17 0 0 10 0 0 0 
55 9220 118 33 111 2 499 17 0 0 10 0 0 0 
56 9175 131 37 115 4 521 17 0 0 10 0 0 0 
57 9116 132 43 119 7 566 17 0 0 10 0 0 0 
58 9062 139 50 127 5 598 19 0 0 10 0 0 0 
59 9006 147 56 138 7 626 20 0 0 10 0 0 0 
60 8937 168 56 151 7 661 20 0 0 10 0 0 0 
61 8874 173 55 156 7 717 18 0 0 10 0 0 0 
62 8807 179 68 162 8 758 18 0 0 10 0 0 0 
63 8740 195 67 171 10 800 17 0 0 10 0 0 0 
64 8655 204 95 175 11 844 16 0 0 10 0 0 0 
65 8582 205 85 190 15 905 18 0 0 10 0 0 0 
66 8518 205 79 201 10 964 23 0 0 10 0 0 0 
67 8445 224 74 218 5 1009 25 0 0 10 0 0 0 
68 8363 235 77 227 12 1060 26 0 0 10 0 0 0 
69 8284 239 83 230 12 1128 24 0 0 10 0 0 0 
70 8212 227 85 244 8 1199 25 0 0 10 0 0 0 
71 8133 231 77 257 9 1266 27 0 0 10 0 0 0 
72 8050 236 81 264 9 1334 26 0 0 10 0 0 0 
73 7951 257 81 274 11 1401 25 0 0 10 0 0 0 
74 7863 255 95 287 11 1467 22 0 0 10 0 0 0 
75 7764 263 103 287 18 1542 23 0 0 10 0 0 0 
76 7661 283 94 301 16 1622 23 0 0 10 0 0 0 
77 7562 292 97 316 11 1695 27 0 0 10 0 0 0 
78 7455 314 103 319 14 1766 29 0 0 10 0 0 0 
79 7343 316 114 330 19 1846 32 0 0 10 0 0 0 
80 7243 332 113 326 18 1931 37 0 0 10 0 0 0 
81 7163 321 121 334 12 2008 41 10 0 0 10 0 0 
82 7057 327 103 355 16 2102 40 20 0 0 20 0 0 
83 6953 327 112 363 17 2184 44 30 0 0 30 0 0 
84 6842 322 116 382 16 2273 49 40 0 0 40 0 0 
85 6743 324 103 398 23 2362 47 50 0 0 50 0 0 
86 6646 326 95 388 23 2472 50 60 0 0 59 0 0 
87 6531 333 112 389 18 2571 46 70 0 0 69 0 0 
88 6429 340 118 398 18 2652 45 80 0 0 78 0 0 
89 6341 336 106 396 13 2761 47 90 0 0 88 0 0 
90 6253 332 100 395 14 2857 49 100 0 0 96 0 0 
91 6132 347 110 400 15 2947 49 110 0 0 106 0 0 
92 6033 345 110 396 15 3049 52 120 0 0 116 0 0 
93 5953 340 98 407 10 3139 53 130 0 0 125 0 0 
94 5853 339 95 389 10 3263 51 140 0 0 134 0 0 
95 5760 336 91 395 10 3356 52 150 0 0 134 0 0 
96 5691 316 76 392 13 3464 48 160 0 0 135 0 0 
97 5612 305 84 384 12 3559 44 170 0 0 135 0 0 
98 5537 302 78 358 15 3664 46 180 0 0 136 0 0 
99 5460 296 74 358 10 3751 51 190 0 0 136 0 0 
100 5391 288 74 358 10 3828 51 200 0 0 137 0 0 
101 5329 282 76 354 12 3900 47 210 0 0 138 0 0 
102 5276 265 63 360 11 3979 46 220 0 0 138 0 0 
103 5203 262 73 363 8 4044 47 230 0 0 138 0 0 
104 5140 269 69 360 11 4106 45 240 0 0 138 0 0 
105 5068 273 69 344 10 4187 49 250 0 0 140 0 0 
106 5013 269 68 331 9 4261 49 260 0 0 140 0 0 
107 4949 262 75 314 11 4345 44 270 0 0 140 0 0 
108 4885 260 65 320 10 4416 44 280 0 0 139 0 0 
109 4833 238 64 310 10 4498 47 290 0 0 139 0 0 
110 4775 238 65 299 9 4567 47 300 0 0 138 0 0 
111 4731 231 60 300 7 4629 42 310 0 0 137 0 0 
112 4684 210 47 294 12 4712 41 320 0 0 137 0 0 
113 4637 205 46 285 6 4783 38 330 0 0 137 0 0 
114 4591 203 42 284 7 4835 38 340 0 0 137 0 0 
115 4562 190 38 272 8 4893 37 350 0 0 137 0 0 
116 4527 183 28 262 5 4957 38 360 0 0 137 0 0 
117 4492 171 33 246 5 5019 34 370 0 0 136 0 0 
118 4459 172 34 242 8 5054 31 380 0 0 136 0 0 
119 4431 168 30 223 7 5109 32 390 0 0 136 0 0 
120 4397 170 24 223 6 5152 28 400 0 0 137 0 0 
121 4366 168 25 208 5 5200 28 410 0 0 137 0 0 
122 4334 164 26 194 4 5249 29 420 0 0 136 0 0 
123 4311 156 26 180 2 5297 28 430 0 0 136 0 0 
124 4282 148 29 178 2 5336 25 440 0 0 137 0 0 
125 4252 137 25 179 4 5377 26 450 0 0 136 0 0 
126 4226 129 25 176 5 5415 24 460 0 0 136 0 0 
127 4206 122 18 167 6 5461 20 470 0 0 137 0 0 
128 4190 109 10 164 6 5498 23 480 0 0 137 0 0 
129 4175 98 11 153 5 5535 23 490 0 0 137 0 0 
130 4158 96 10 135 4 5576 21 500 0 0 137 0 0 
131 4147 90 7 129 3 5604 20 510 0 0 137 0 0 
132 4132 91 12 117 1 5627 20 520 0 0 137 0 0 
133 4120 77 9 114 0 5661 19 530 0 0 137 0 0 
134 4111 73 8 101 0 5688 19 540 0 0 138 0 0 
135 4105 70 7 96 0 5705 17 550 0 0 138 0 0 
136 4101 61 3 90 1 5729 15 560 0 0 138 0 0 
137 4090 60 4 82 2 5752 10 570 0 0 138 0 0 
138 4080 60 6 77 1 5766 10 580 0 0 138 0 0 
139 4070 60 8 69 0 5786 7 590 0 0 137 0 0 
140 4065 51 6 72 0 5800 6 600 0 0 132 0 0 
141 4058 47 5 69 0 5816 5 610 0 0 126 0 0 
142 4055 43 4 60 0 5833 5 620 0 0 120 0 0 
143 4051 40 2 56 1 5846 4 630 0 0 117 0 0 
144 4048 38 4 51 1 5854 4 640 0 0 108 0 0 
145 4043 34 7 47 0 5865 4 650 0 0 98 0 0 
146 4038 29 9 46 1 5873 4 660 0 0 90 0 0 
147 4036 27 6 44 0 5882 5 670 0 0 85 0 0 
148 4031 24 6 43 0 5892 4 680 0 0 79 0 0 
149 4028 27 2 40 0 5899 4 690 0 0 73 0 0 
150 4023 25 5 35 0 5910 2 700 0 0 67 0 0 
151 4021 21 5 33 0 5918 2 710 0 0 61 0 0 
152 4016 24 4 32 0 5922 2 720 0 0 53 0 0 
153 4013 20 7 29 0 5929 2 730 0 0 45 0 0 
154 4013 19 4 26 0 5935 3 740 0 0 45 0 0 
155 4010 20 4 23 0 5941 2 750 0 0 44 0 0 
156 4008 18 3 23 0 5946 2 760 0 0 41 0 0 
157 4006 17 3 21 0 5951 2 770 0 0 36 0 0 
158 4006 15 2 21 0 5954 2 780 0 0 37 0 0 
159 4005 15 1 22 0 5955 2 790 0 0 37 0 0 
160 4005 13 1 20 0 5960 1 800 0 0 36 0 0 
161 4005 11 1 19 0 5963 1 810 0 0 30 0 0 
162 4004 11 2 17 0 5965 1 820 0 0 27 0 0 
163 4002 8 3 15 0 5971 1 830 0 0 25 0 0 
164 4000 9 1 17 0 5972 1 840 0 0 25 0 0 
165 4000 8 0 16 0 5975 1 850 0 0 23 0 0 
166 3999 7 1 15 0 5977 1 860 0 0 22 0 0 
167 3999 7 0 14 0 5979 1 870 0 0 22 0 0 
168 3998 6 0 15 0 5980 1 880 0 0 18 0 0 
169 3998 5 0 11 0 5985 1 890 0 0 17 0 0 
170 3998 5 0 11 0 5985 1 900 0 0 17 0 0 
171 3997 6 0 10 0 5986 1 910 0 0 17 0 0 
