###### TEST LOG ####################
# Time taken               : 29.85 s
# Test Parameters: 
# 0.95 0.98 0.00 0.20
# 1.00 1.00 0.00 0.80
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 246
# HQ Tests Done in total   : 984
# All Tests Done in total  : 1230
# Results Given in total   : 1230
# Locations Moved in total : 3963066
# Total recovered HCW      : 80
# Total HCW                : 88
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9987 9 3 0 0 1 0 0 0 10 0 0 0 
2 9985 11 1 1 1 1 0 0 0 10 0 0 0 
3 9984 10 2 1 1 2 0 0 0 10 0 0 0 
4 9978 11 5 2 1 3 0 0 0 10 0 0 0 
5 9973 12 6 5 0 3 1 0 0 10 0 0 0 
6 9965 14 7 6 2 5 1 0 0 10 0 0 0 
7 9959 13 4 10 1 10 3 0 0 10 0 0 0 
8 9947 13 7 11 2 18 2 0 0 10 0 0 0 
9 9943 14 6 12 1 23 1 0 0 10 0 0 0 
10 9938 13 5 13 0 28 3 0 0 10 0 0 0 
11 9935 14 3 15 0 30 3 0 0 10 0 0 0 
12 9926 14 10 15 0 33 2 0 0 10 0 0 0 
13 9918 15 9 17 2 37 2 0 0 10 0 0 0 
14 9917 11 7 15 1 46 3 0 0 10 0 0 0 
15 9913 12 7 15 1 49 3 0 0 10 0 0 0 
16 9901 18 11 15 1 51 3 0 0 10 0 0 0 
17 9897 19 9 14 0 57 4 0 0 10 0 0 0 
18 9889 22 9 16 0 60 4 0 0 10 0 0 0 
19 9879 24 11 19 0 64 3 0 0 10 0 0 0 
20 9870 24 8 22 2 72 2 0 0 10 0 0 0 
21 9856 27 10 26 1 76 4 0 0 10 0 0 0 
22 9847 27 6 30 1 86 3 0 0 10 0 0 0 
23 9835 26 10 27 1 98 3 0 0 10 0 0 0 
24 9825 29 10 26 2 106 2 0 0 10 0 0 0 
25 9816 29 10 29 1 112 3 0 0 10 0 0 0 
26 9801 33 12 30 2 120 2 0 0 10 0 0 0 
27 9783 39 16 31 1 127 3 0 0 10 0 0 0 
28 9770 40 9 39 3 136 3 0 0 10 0 0 0 
29 9752 46 15 40 3 142 2 0 0 10 0 0 0 
30 9732 47 20 42 2 153 4 0 0 10 0 0 0 
31 9711 50 21 48 3 163 4 0 0 10 0 0 0 
32 9694 53 18 52 1 178 4 0 0 10 0 0 0 
