###### TEST LOG ####################
# Time taken               : 29.32 s
# Test Parameters: 
# 0.90 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 6450
# HQ Tests Done in total   : 0
# All Tests Done in total  : 6450
# Results Given in total   : 6450
# Locations Moved in total : 3951160
# Total recovered HCW      : 49
# Total HCW                : 80
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9986 9 3 0 0 2 0 0 0 50 0 0 0 
2 9982 9 4 2 0 3 0 0 0 50 0 0 0 
3 9979 7 6 2 0 6 0 0 0 50 0 0 0 
4 9977 7 1 8 0 7 0 0 0 50 0 0 0 
5 9973 10 1 8 0 8 0 0 0 50 0 0 0 
6 9971 9 3 8 0 9 0 0 0 50 0 0 0 
7 9965 10 6 10 0 9 0 0 0 50 0 0 0 
8 9961 9 7 11 0 12 0 0 0 50 0 0 0 
9 9957 8 7 12 1 15 0 0 0 50 0 0 0 
10 9950 8 8 14 2 18 0 0 0 50 0 0 0 
11 9948 8 8 15 0 19 2 0 0 50 0 0 0 
12 9940 11 7 19 0 22 1 0 0 50 0 0 0 
13 9936 8 7 20 1 27 1 0 0 50 0 0 0 
14 9930 8 5 24 1 31 1 0 0 50 0 0 0 
15 9922 10 7 23 1 36 1 0 0 50 0 0 0 
16 9919 9 4 21 2 44 1 0 0 50 0 0 0 
17 9916 11 2 22 3 45 1 0 0 50 0 0 0 
18 9908 14 4 23 2 47 2 0 0 50 0 0 0 
19 9902 14 7 21 1 54 1 0 0 50 0 0 0 
20 9896 14 7 23 3 57 0 0 0 50 0 0 0 
21 9882 19 12 25 2 59 1 0 0 50 0 0 0 
22 9871 19 6 34 4 65 1 0 0 50 0 0 0 
23 9856 25 9 34 3 71 2 0 0 50 0 0 0 
24 9841 32 12 33 2 77 3 0 0 50 0 0 0 
25 9824 33 18 33 2 86 4 0 0 50 0 0 0 
26 9808 37 11 39 4 97 4 0 0 50 0 0 0 
27 9798 40 8 40 3 108 3 0 0 50 0 0 0 
28 9778 44 14 41 1 117 5 0 0 50 0 0 0 
29 9764 51 9 44 1 126 5 0 0 50 0 0 0 
30 9739 55 18 44 1 137 6 0 0 50 0 0 0 
31 9716 57 21 50 2 150 4 0 0 50 0 0 0 
32 9699 51 22 53 1 170 4 0 0 50 0 0 0 
33 9676 53 22 58 3 185 3 0 0 50 0 0 0 
34 9650 65 21 62 3 195 4 0 0 50 0 0 0 
35 9618 64 30 64 2 217 5 0 0 50 0 0 0 
36 9591 67 32 71 2 229 8 0 0 50 0 0 0 
37 9567 69 32 72 4 249 7 0 0 50 0 0 0 
38 9530 77 29 84 3 270 7 0 0 50 0 0 0 
39 9494 90 34 83 3 291 5 0 0 50 0 0 0 
40 9446 99 38 88 2 320 7 0 0 50 0 0 0 
41 9411 101 39 91 4 347 7 0 0 50 0 0 0 
42 9377 105 38 96 5 371 8 0 0 50 0 0 0 
43 9332 109 48 94 5 403 9 0 0 50 0 0 0 
44 9285 124 48 96 7 426 14 0 0 50 0 0 0 
45 9239 130 45 108 3 457 18 0 0 50 0 0 0 
46 9198 127 41 120 5 493 16 0 0 50 0 0 0 
47 9135 139 54 128 5 523 16 0 0 50 0 0 0 
48 9086 141 54 140 4 558 17 0 0 50 0 0 0 
49 9025 148 58 152 7 594 16 0 0 50 0 0 0 
50 8970 158 55 165 9 622 21 0 0 50 0 0 0 
51 8912 163 58 172 9 662 24 0 0 50 0 0 0 
52 8834 184 61 180 7 705 29 0 0 50 0 0 0 
53 8762 204 74 176 9 753 22 0 0 50 0 0 0 
