###### TEST LOG ####################
# Time taken               : 30.26 s
# Test Parameters: 
# 0.95 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 6300
# HQ Tests Done in total   : 0
# All Tests Done in total  : 6300
# Results Given in total   : 6300
# Locations Moved in total : 3949755
# Total recovered HCW      : 65
# Total HCW                : 79
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9989 10 0 0 0 1 0 0 0 50 0 0 0 
2 9988 6 0 1 0 5 0 0 0 50 0 0 0 
3 9988 4 0 1 0 7 0 0 0 50 0 0 0 
4 9981 8 3 1 0 7 0 0 0 50 0 0 0 
5 9975 10 4 3 0 8 0 0 0 50 0 0 0 
6 9967 11 6 7 0 9 0 0 0 50 0 0 0 
7 9962 12 2 12 1 11 0 0 0 50 0 0 0 
8 9957 11 3 12 0 16 1 0 0 50 0 0 0 
9 9949 12 3 15 1 19 1 0 0 50 0 0 0 
10 9946 12 4 15 2 20 1 0 0 50 0 0 0 
11 9936 15 10 15 2 21 1 0 0 50 0 0 0 
12 9928 18 9 16 2 26 1 0 0 50 0 0 0 
13 9917 21 8 19 2 31 2 0 0 50 0 0 0 
14 9911 17 10 21 0 37 4 0 0 50 0 0 0 
15 9902 19 11 24 0 40 4 0 0 50 0 0 0 
16 9895 20 12 24 0 46 3 0 0 50 0 0 0 
17 9886 23 9 26 1 51 4 0 0 50 0 0 0 
18 9877 27 8 26 0 57 5 0 0 50 0 0 0 
19 9874 23 3 28 2 64 6 0 0 50 0 0 0 
20 9861 31 6 25 0 70 7 0 0 50 0 0 0 
21 9850 32 7 28 0 77 6 0 0 50 0 0 0 
22 9834 38 8 30 0 84 6 0 0 50 0 0 0 
23 9823 38 8 30 0 95 6 0 0 50 0 0 0 
24 9809 37 12 28 0 108 6 0 0 50 0 0 0 
25 9788 45 12 29 1 120 5 0 0 50 0 0 0 
26 9781 46 7 34 1 126 5 0 0 50 0 0 0 
27 9763 47 12 32 1 142 3 0 0 50 0 0 0 
28 9744 45 21 35 1 150 4 0 0 50 0 0 0 
29 9731 42 21 38 1 163 4 0 0 50 0 0 0 
30 9707 43 19 46 1 180 4 0 0 50 0 0 0 
31 9691 42 22 46 0 195 4 0 0 50 0 0 0 
32 9671 47 17 46 2 212 5 0 0 50 0 0 0 
33 9656 50 18 48 1 224 3 0 0 50 0 0 0 
34 9643 51 19 49 0 234 4 0 0 50 0 0 0 
35 9622 50 23 48 0 252 5 0 0 50 0 0 0 
36 9590 55 32 52 0 265 6 0 0 50 0 0 0 
37 9568 58 22 55 3 288 6 0 0 50 0 0 0 
38 9543 65 26 55 2 301 8 0 0 50 0 0 0 
39 9501 79 31 65 0 317 7 0 0 50 0 0 0 
40 9478 78 25 70 2 340 7 0 0 50 0 0 0 
41 9447 80 29 72 3 361 8 0 0 50 0 0 0 
42 9411 95 31 77 4 374 8 0 0 50 0 0 0 
43 9373 98 35 87 5 394 8 0 0 50 0 0 0 
44 9326 110 46 90 7 415 6 0 0 50 0 0 0 
45 9294 110 40 98 6 443 9 0 0 50 0 0 0 
46 9248 123 37 106 5 473 8 0 0 50 0 0 0 
