###### TEST LOG ####################
# Time taken               : 26.43 s
# Test Parameters: 
# 0.75 0.98 0.00 0.90
# 1.00 1.00 0.00 0.10
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 1196
# HQ Tests Done in total   : 24
# All Tests Done in total  : 1220
# Results Given in total   : 1220
# Locations Moved in total : 3967085
# Total recovered HCW      : 64
# Total HCW                : 77
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9989 11 0 0 0 0 0 0 0 10 0 0 0 
2 9982 14 1 0 0 3 0 0 0 10 0 0 0 
3 9978 16 0 2 0 4 0 0 0 10 0 0 0 
4 9974 18 2 2 0 4 0 0 0 10 0 0 0 
5 9970 15 4 2 0 9 0 0 0 10 0 0 0 
6 9967 14 3 5 0 11 0 0 0 10 0 0 0 
7 9961 13 5 5 0 16 0 0 0 10 0 0 0 
8 9957 16 3 5 1 18 0 0 0 10 0 0 0 
9 9953 15 3 7 2 20 0 0 0 10 0 0 0 
10 9947 16 5 9 0 23 0 0 0 10 0 0 0 
11 9941 17 4 13 0 25 0 0 0 10 0 0 0 
12 9932 23 2 15 0 28 0 0 0 10 0 0 0 
13 9923 27 2 11 1 36 0 0 0 10 0 0 0 
14 9918 27 3 9 2 41 0 0 0 10 0 0 0 
15 9912 27 3 10 2 45 1 0 0 10 0 0 0 
16 9904 29 4 12 1 48 2 0 0 10 0 0 0 
17 9895 26 8 14 1 54 2 0 0 10 0 0 0 
18 9883 22 10 16 1 66 2 0 0 10 0 0 0 
19 9875 23 8 22 1 69 2 0 0 10 0 0 0 
20 9869 25 7 24 2 71 2 0 0 10 0 0 0 
21 9863 23 8 24 2 78 2 0 0 10 0 0 0 
22 9853 23 8 27 2 85 2 0 0 10 0 0 0 
23 9843 23 13 25 1 91 4 0 0 10 0 0 0 
24 9837 19 12 26 2 100 4 0 0 10 0 0 0 
25 9825 24 13 27 1 106 4 0 0 10 0 0 0 
26 9813 25 14 31 1 113 3 0 0 10 0 0 0 
27 9800 31 9 34 1 123 2 0 0 10 0 0 0 
28 9789 31 14 34 1 129 2 0 0 10 0 0 0 
29 9776 34 13 33 3 140 1 0 0 10 0 0 0 
30 9764 41 11 36 4 143 1 0 0 10 0 0 0 
31 9749 34 17 35 3 159 3 0 0 10 0 0 0 
32 9741 35 12 35 3 171 3 0 0 10 0 0 0 
33 9731 30 16 40 2 178 3 0 0 10 0 0 0 
34 9714 37 19 42 2 184 2 0 0 10 0 0 0 
35 9697 45 14 47 3 192 2 0 0 10 0 0 0 
36 9672 49 20 49 3 203 4 0 0 10 0 0 0 
37 9656 51 20 50 5 214 4 0 0 10 0 0 0 
38 9632 52 19 55 4 233 5 0 0 10 0 0 0 
39 9592 69 24 59 3 248 5 0 0 10 0 0 0 
40 9577 67 24 60 2 264 6 0 0 10 0 0 0 
41 9548 70 29 60 4 284 5 0 0 10 0 0 0 
42 9523 74 27 64 4 301 7 0 0 10 0 0 0 
43 9492 75 28 70 4 322 9 0 0 10 0 0 0 
44 9464 77 26 72 6 346 9 0 0 10 0 0 0 
45 9435 72 28 81 9 366 9 0 0 10 0 0 0 
46 9401 79 30 86 8 386 10 0 0 10 0 0 0 
