###### TEST LOG ####################
# Time taken               : 26.42 s
# Test Parameters: 
# 0.85 0.98 0.00 0.50
# 1.00 1.00 0.00 0.50
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 610
# HQ Tests Done in total   : 610
# All Tests Done in total  : 1220
# Results Given in total   : 1220
# Locations Moved in total : 3963681
# Total recovered HCW      : 75
# Total HCW                : 87
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9990 8 0 0 0 2 0 0 0 10 0 0 0 
2 9990 5 0 0 0 5 0 0 0 10 0 0 0 
3 9990 4 0 0 0 6 0 0 0 10 0 0 0 
4 9990 4 0 0 0 6 0 0 0 10 0 0 0 
5 9988 5 0 1 0 6 0 0 0 10 0 0 0 
6 9987 6 0 1 0 6 0 0 0 10 0 0 0 
7 9987 5 0 1 0 7 0 0 0 10 0 0 0 
8 9983 5 3 1 0 8 0 0 0 10 0 0 0 
9 9980 6 5 1 0 8 0 0 0 10 0 0 0 
10 9978 6 4 2 2 8 0 0 0 10 0 0 0 
11 9974 8 3 4 2 9 0 0 0 10 0 0 0 
12 9970 8 4 6 2 10 0 0 0 10 0 0 0 
13 9968 8 1 8 3 11 1 0 0 10 0 0 0 
14 9964 8 2 7 1 15 3 0 0 10 0 0 0 
15 9962 7 2 7 1 18 3 0 0 10 0 0 0 
16 9958 10 1 9 1 19 2 0 0 10 0 0 0 
17 9952 11 2 9 0 23 3 0 0 10 0 0 0 
18 9949 13 2 9 0 24 3 0 0 10 0 0 0 
19 9946 12 2 12 0 26 2 0 0 10 0 0 0 
20 9938 13 6 13 0 28 2 0 0 10 0 0 0 
21 9932 15 6 13 1 32 1 0 0 10 0 0 0 
22 9919 18 10 16 1 35 1 0 0 10 0 0 0 
23 9912 20 11 16 0 39 2 0 0 10 0 0 0 
24 9899 22 8 25 0 44 2 0 0 10 0 0 0 
25 9882 31 9 28 0 48 2 0 0 10 0 0 0 
26 9872 35 7 28 1 54 3 0 0 10 0 0 0 
27 9860 37 10 25 1 64 3 0 0 10 0 0 0 
28 9846 36 11 30 1 75 1 0 0 10 0 0 0 
29 9830 39 14 29 1 86 1 0 0 10 0 0 0 
30 9816 40 10 35 1 96 2 0 0 10 0 0 0 
31 9803 40 14 38 0 102 3 0 0 10 0 0 0 
32 9784 42 13 42 0 116 3 0 0 10 0 0 0 
33 9766 46 8 51 2 123 4 0 0 10 0 0 0 
34 9748 48 10 53 2 134 5 0 0 10 0 0 0 
35 9728 51 12 52 3 150 4 0 0 10 0 0 0 
36 9711 56 12 53 3 162 3 0 0 10 0 0 0 
37 9682 60 16 56 3 180 3 0 0 10 0 0 0 
38 9662 60 15 57 5 196 5 0 0 10 0 0 0 
39 9632 68 19 61 2 210 8 0 0 10 0 0 0 
40 9601 71 27 62 4 226 9 0 0 10 0 0 0 
41 9573 76 33 60 3 245 10 0 0 10 0 0 0 
42 9547 83 30 72 3 255 10 0 0 10 0 0 0 
43 9516 91 28 79 4 273 9 0 0 10 0 0 0 
44 9479 91 27 87 4 302 10 0 0 10 0 0 0 
45 9445 93 27 96 5 324 10 0 0 10 0 0 0 
46 9413 94 24 102 1 354 12 0 0 10 0 0 0 
47 9383 92 30 96 6 382 11 0 0 10 0 0 0 
48 9340 108 36 96 7 403 10 0 0 10 0 0 0 
49 9303 107 44 92 5 437 12 0 0 10 0 0 0 
50 9261 113 40 103 9 460 14 0 0 10 0 0 0 
51 9216 119 45 102 11 494 13 0 0 10 0 0 0 
52 9166 134 38 119 7 521 15 0 0 10 0 0 0 
53 9117 136 47 126 5 551 18 0 0 10 0 0 0 
54 9069 137 52 133 10 583 16 0 0 10 0 0 0 
55 9015 140 54 144 9 619 19 0 0 10 0 0 0 
56 8949 157 51 159 7 657 20 0 0 10 0 0 0 
57 8897 169 49 162 7 698 18 0 0 10 0 0 0 
58 8834 167 70 164 8 738 19 0 0 10 0 0 0 
59 8770 176 63 176 11 784 20 0 0 10 0 0 0 
60 8698 188 60 195 13 823 23 0 0 10 0 0 0 
61 8619 198 68 212 11 862 30 0 0 10 0 0 0 
62 8552 198 60 212 15 932 31 0 0 10 0 0 0 
63 8479 203 58 219 17 990 34 0 0 10 0 0 0 
64 8406 217 58 226 12 1049 32 0 0 10 0 0 0 
65 8331 217 74 222 11 1112 33 0 0 10 0 0 0 
66 8240 238 83 234 8 1163 34 0 0 10 0 0 0 
67 8159 253 71 255 13 1215 34 0 0 10 0 0 0 
68 8068 263 72 256 13 1291 37 0 0 10 0 0 0 
69 7990 270 68 266 14 1354 38 0 0 10 0 0 0 
70 7889 280 78 273 18 1418 44 0 0 10 0 0 0 
71 7795 299 83 278 13 1485 47 0 0 10 0 0 0 
72 7689 299 101 296 14 1555 46 0 0 10 0 0 0 
73 7592 298 99 302 14 1649 46 0 0 10 0 0 0 
74 7512 294 99 303 14 1730 48 0 0 10 0 0 0 
75 7422 290 90 308 20 1827 43 0 0 10 0 0 0 
76 7323 300 99 315 18 1903 42 0 0 10 0 0 0 
77 7227 310 103 329 15 1971 45 0 0 10 0 0 0 
78 7126 314 105 340 16 2053 46 5 5 0 9 0 0 
79 7016 321 119 341 14 2142 47 10 10 0 18 0 0 
80 6926 320 107 350 13 2233 51 15 15 0 25 0 0 
81 6832 309 106 358 14 2334 47 20 20 0 35 0 0 
82 6742 304 101 360 14 2429 50 25 25 0 44 0 0 
83 6638 310 104 369 17 2511 51 30 30 0 53 0 0 
84 6548 304 97 381 15 2603 52 35 35 0 61 0 0 
85 6451 315 108 362 15 2695 54 40 40 0 70 0 0 
86 6344 317 120 362 13 2790 54 45 45 0 80 0 0 
87 6260 316 101 374 14 2882 53 50 50 0 89 0 0 
88 6166 321 100 376 12 2969 56 55 55 0 96 0 0 
89 6074 317 108 376 9 3057 59 60 60 0 105 0 0 
90 5981 321 97 388 14 3139 60 65 65 0 115 0 0 
91 5899 326 85 382 18 3233 57 70 70 0 125 0 0 
92 5807 323 83 385 17 3327 58 75 75 0 125 0 0 
93 5720 310 92 377 11 3436 54 80 80 0 125 0 0 
94 5634 317 84 375 19 3517 54 85 85 0 127 0 0 
95 5542 308 84 375 16 3618 57 90 90 0 126 0 0 
96 5460 304 88 360 21 3708 59 95 95 0 126 0 0 
97 5395 283 79 358 17 3802 66 100 100 0 125 0 0 
98 5300 288 94 346 20 3885 67 105 105 0 127 0 0 
99 5225 286 89 347 15 3969 69 110 110 0 126 0 0 
100 5157 281 78 343 12 4062 67 115 115 0 125 0 0 
101 5071 284 77 346 17 4144 61 120 120 0 126 0 0 
102 5011 280 76 340 12 4218 63 125 125 0 127 0 0 
103 4966 265 61 341 9 4296 62 130 130 0 126 0 0 
104 4896 260 68 332 13 4376 55 135 135 0 125 0 0 
105 4844 250 57 332 8 4456 53 140 140 0 124 0 0 
106 4785 242 52 321 8 4535 57 145 145 0 125 0 0 
107 4736 238 49 314 5 4600 58 150 150 0 126 0 0 
108 4689 233 41 299 6 4674 58 155 155 0 126 0 0 
109 4632 224 53 289 4 4745 53 160 160 0 125 0 0 
110 4597 223 46 283 7 4794 50 165 165 0 125 0 0 
111 4549 210 50 273 10 4862 46 170 170 0 126 0 0 
112 4504 202 53 263 7 4927 44 175 175 0 128 0 0 
113 4459 196 50 256 8 4993 38 180 180 0 127 0 0 
114 4416 193 43 253 9 5046 40 185 185 0 127 0 0 
115 4388 182 36 257 9 5089 39 190 190 0 128 0 0 
116 4355 170 46 245 8 5135 41 195 195 0 127 0 0 
117 4321 166 42 243 8 5182 38 200 200 0 129 0 0 
118 4290 165 30 236 13 5228 38 205 205 0 129 0 0 
119 4259 154 25 234 12 5280 36 210 210 0 128 0 0 
120 4233 140 29 222 9 5332 35 215 215 0 127 0 0 
121 4196 140 34 209 11 5379 31 220 220 0 127 0 0 
122 4173 132 33 206 6 5416 34 225 225 0 126 0 0 
123 4142 133 35 186 8 5465 31 230 230 0 128 0 0 
124 4118 122 31 181 6 5512 30 235 235 0 130 0 0 
