###### TEST LOG ####################
# Time taken               : 30.12 s
# Test Parameters: 
# 0.90 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.10%
# LQ Tests Done in total   : 1170
# HQ Tests Done in total   : 0
# All Tests Done in total  : 1170
# Results Given in total   : 1170
# Locations Moved in total : 3966094
# Total recovered HCW      : 60
# Total HCW                : 75
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 10 0 0 0 
1 9990 7 0 0 0 3 0 0 0 10 0 0 0 
2 9988 7 0 1 1 3 0 0 0 10 0 0 0 
3 9986 6 2 1 1 4 0 0 0 10 0 0 0 
4 9984 5 1 3 0 7 0 0 0 10 0 0 0 
5 9982 6 2 3 0 7 0 0 0 10 0 0 0 
6 9978 8 1 4 1 8 0 0 0 10 0 0 0 
7 9974 9 2 5 0 9 1 0 0 10 0 0 0 
8 9969 12 2 6 0 11 0 0 0 10 0 0 0 
9 9966 11 3 6 0 14 0 0 0 10 0 0 0 
10 9965 10 3 6 0 16 0 0 0 10 0 0 0 
11 9963 11 4 5 0 17 0 0 0 10 0 0 0 
12 9960 11 2 7 0 20 0 0 0 10 0 0 0 
13 9958 11 1 9 0 21 0 0 0 10 0 0 0 
14 9956 11 2 8 0 23 0 0 0 10 0 0 0 
15 9953 13 2 7 0 25 0 0 0 10 0 0 0 
16 9947 17 0 9 1 26 0 0 0 10 0 0 0 
17 9940 18 3 6 0 31 2 0 0 10 0 0 0 
18 9936 20 2 8 1 31 2 0 0 10 0 0 0 
19 9932 20 3 7 0 35 3 0 0 10 0 0 0 
20 9926 21 4 8 0 38 3 0 0 10 0 0 0 
21 9920 23 5 7 0 42 3 0 0 10 0 0 0 
22 9914 24 5 6 0 48 3 0 0 10 0 0 0 
23 9908 27 6 6 0 50 3 0 0 10 0 0 0 
24 9901 30 6 7 2 52 2 0 0 10 0 0 0 
25 9896 28 9 7 0 56 4 0 0 10 0 0 0 
26 9886 30 9 10 0 61 4 0 0 10 0 0 0 
27 9875 31 12 12 1 65 4 0 0 10 0 0 0 
28 9862 33 12 15 2 72 4 0 0 10 0 0 0 
29 9855 32 11 17 2 78 5 0 0 10 0 0 0 
30 9838 38 12 22 2 84 4 0 0 10 0 0 0 
31 9826 39 8 28 1 94 4 0 0 10 0 0 0 
32 9812 42 10 27 3 102 4 0 0 10 0 0 0 
33 9800 44 10 30 2 109 5 0 0 10 0 0 0 
34 9775 55 16 29 4 116 5 0 0 10 0 0 0 
35 9757 54 12 36 3 133 5 0 0 10 0 0 0 
36 9737 58 13 35 5 147 5 0 0 10 0 0 0 
37 9712 62 23 36 3 157 7 0 0 10 0 0 0 
38 9697 63 17 46 2 168 7 0 0 10 0 0 0 
39 9669 69 18 55 1 182 6 0 0 10 0 0 0 
40 9645 73 18 62 0 195 7 0 0 10 0 0 0 
41 9617 80 22 56 2 219 4 0 0 10 0 0 0 
42 9590 90 18 56 5 237 4 0 0 10 0 0 0 
43 9562 87 25 60 5 256 5 0 0 10 0 0 0 
44 9521 91 31 59 7 284 7 0 0 10 0 0 0 
45 9477 94 35 72 9 305 8 0 0 10 0 0 0 
46 9447 95 31 82 7 328 10 0 0 10 0 0 0 
47 9422 86 31 87 5 359 10 0 0 10 0 0 0 
48 9386 91 31 101 7 375 9 0 0 10 0 0 0 
49 9355 98 28 99 7 401 12 0 0 10 0 0 0 
50 9309 115 33 104 5 419 15 0 0 10 0 0 0 
