###### TEST LOG ####################
# Time taken               : 24.42 s
# Test Parameters: 
# 0.80 0.98 0.00 1.00
# 1.00 1.00 0.00 0.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 5800
# HQ Tests Done in total   : 0
# All Tests Done in total  : 5800
# Results Given in total   : 5800
# Locations Moved in total : 3950091
# Total recovered HCW      : 39
# Total HCW                : 67
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9989 6 1 0 0 4 0 0 0 50 0 0 0 
2 9988 6 2 0 0 4 0 0 0 50 0 0 0 
3 9987 6 2 1 0 4 0 0 0 50 0 0 0 
4 9985 7 0 1 1 6 0 0 0 50 0 0 0 
5 9983 7 0 1 2 7 0 0 0 50 0 0 0 
6 9979 9 1 0 2 9 0 0 0 50 0 0 0 
7 9979 8 1 0 1 11 0 0 0 50 0 0 0 
8 9977 8 0 0 2 13 0 0 0 50 0 0 0 
9 9976 6 1 0 0 15 2 0 0 50 0 0 0 
10 9975 5 2 0 0 17 1 0 0 50 0 0 0 
11 9972 5 3 1 0 18 1 0 0 50 0 0 0 
12 9971 6 1 3 0 19 0 0 0 50 0 0 0 
13 9967 6 4 4 0 19 0 0 0 50 0 0 0 
14 9966 6 2 5 1 20 0 0 0 50 0 0 0 
15 9963 6 4 4 0 22 1 0 0 50 0 0 0 
16 9959 4 6 4 0 26 1 0 0 50 0 0 0 
17 9958 3 3 5 1 29 1 0 0 50 0 0 0 
18 9953 4 4 7 1 30 1 0 0 50 0 0 0 
19 9950 6 4 6 1 32 1 0 0 50 0 0 0 
