###### TEST LOG ####################
# Time taken               : 24.85 s
# Test Parameters: 
# 0.90 0.98 0.00 0.00
# 1.00 1.00 0.00 1.00
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 0
# HQ Tests Done in total   : 5600
# All Tests Done in total  : 5600
# Results Given in total   : 5600
# Locations Moved in total : 3947634
# Total recovered HCW      : 61
# Total HCW                : 90
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9987 10 0 1 0 2 0 0 0 50 0 0 0 
2 9984 6 1 1 0 8 0 0 0 50 0 0 0 
3 9982 6 1 2 0 9 0 0 0 50 0 0 0 
4 9980 5 2 1 0 12 0 0 0 50 0 0 0 
5 9977 5 3 2 0 13 0 0 0 50 0 0 0 
6 9974 6 2 2 1 15 0 0 0 50 0 0 0 
7 9973 5 2 1 1 18 0 0 0 50 0 0 0 
8 9973 5 2 0 1 19 0 0 0 50 0 0 0 
9 9971 6 0 2 1 20 0 0 0 50 0 0 0 
10 9970 4 1 2 1 22 0 0 0 50 0 0 0 
11 9967 5 2 2 0 23 1 0 0 50 0 0 0 
12 9967 3 2 2 0 25 1 0 0 50 0 0 0 
13 9966 3 0 5 0 25 1 0 0 50 0 0 0 
14 9965 2 1 5 0 26 1 0 0 50 0 0 0 
15 9961 3 2 5 0 28 1 0 0 50 0 0 0 
16 9959 3 4 4 0 29 1 0 0 50 0 0 0 
17 9959 3 3 4 0 30 1 0 0 50 0 0 0 
18 9958 3 2 4 0 32 1 0 0 50 0 0 0 
19 9955 4 3 5 0 32 1 0 0 50 0 0 0 
20 9951 5 5 5 0 34 0 0 0 50 0 0 0 
