###### TEST LOG ####################
# Time taken               : 24.81 s
# Test Parameters: 
# 0.85 0.98 0.00 0.80
# 1.00 1.00 0.00 0.20
# Confined Less Infective? : True
# Homes Quarantined?       : False
# Quarantine when sampled? : False
# Testing Started When     : 20.00% recovered
# Fraction Tested Daily    : 0.50%
# LQ Tests Done in total   : 0
# HQ Tests Done in total   : 0
# All Tests Done in total  : 0
# Results Given in total   : 0
# Locations Moved in total : 3990000
# Total recovered HCW      : 0
# Total HCW                : 85
# Rate Array: 
#     0 0.125 0.125     0     0     0     0 
#     0     0     0     0     0 0.143     0 
#     0     0     0 0.425 0.075     0     0 
#     0     0     0     0     0   0.1     0 
#     0     0     0     0     0   0.1   0.4 
#     0     0     0     0     0     0     0 
#     0     0     0     0     0   0.1     0 
###### END LOG #####################
#
# Day nS nA nP nMI nSI nR nH PCR_conducted_today RAT_conducted_today Tests_remaining_today Agents_currently_confined Quarantines_removed_today Locations_in_quarantine_today
0 9990 10 0 0 0 0 0 0 0 50 0 0 0 
1 9990 8 0 0 0 2 0 0 0 50 0 0 0 
2 9989 6 0 0 0 5 0 0 0 50 0 0 0 
3 9988 6 0 0 0 6 0 0 0 50 0 0 0 
4 9988 4 0 0 0 8 0 0 0 50 0 0 0 
5 9988 3 0 0 0 9 0 0 0 50 0 0 0 
6 9988 2 0 0 0 10 0 0 0 50 0 0 0 
7 9988 2 0 0 0 10 0 0 0 50 0 0 0 
8 9988 0 0 0 0 12 0 0 0 50 0 0 0 
9 9988 0 0 0 0 12 0 0 0 50 0 0 0 
10 9988 0 0 0 0 12 0 0 0 50 0 0 0 
11 9988 0 0 0 0 12 0 0 0 50 0 0 0 
12 9988 0 0 0 0 12 0 0 0 50 0 0 0 
13 9988 0 0 0 0 12 0 0 0 50 0 0 0 
14 9988 0 0 0 0 12 0 0 0 50 0 0 0 
15 9988 0 0 0 0 12 0 0 0 50 0 0 0 
16 9988 0 0 0 0 12 0 0 0 50 0 0 0 
17 9988 0 0 0 0 12 0 0 0 50 0 0 0 
18 9988 0 0 0 0 12 0 0 0 50 0 0 0 
19 9988 0 0 0 0 12 0 0 0 50 0 0 0 
20 9988 0 0 0 0 12 0 0 0 50 0 0 0 
21 9988 0 0 0 0 12 0 0 0 50 0 0 0 
22 9988 0 0 0 0 12 0 0 0 50 0 0 0 
23 9988 0 0 0 0 12 0 0 0 50 0 0 0 
24 9988 0 0 0 0 12 0 0 0 50 0 0 0 
25 9988 0 0 0 0 12 0 0 0 50 0 0 0 
26 9988 0 0 0 0 12 0 0 0 50 0 0 0 
27 9988 0 0 0 0 12 0 0 0 50 0 0 0 
28 9988 0 0 0 0 12 0 0 0 50 0 0 0 
29 9988 0 0 0 0 12 0 0 0 50 0 0 0 
30 9988 0 0 0 0 12 0 0 0 50 0 0 0 
31 9988 0 0 0 0 12 0 0 0 50 0 0 0 
32 9988 0 0 0 0 12 0 0 0 50 0 0 0 
33 9988 0 0 0 0 12 0 0 0 50 0 0 0 
34 9988 0 0 0 0 12 0 0 0 50 0 0 0 
35 9988 0 0 0 0 12 0 0 0 50 0 0 0 
36 9988 0 0 0 0 12 0 0 0 50 0 0 0 
37 9988 0 0 0 0 12 0 0 0 50 0 0 0 
38 9988 0 0 0 0 12 0 0 0 50 0 0 0 
39 9988 0 0 0 0 12 0 0 0 50 0 0 0 
40 9988 0 0 0 0 12 0 0 0 50 0 0 0 
41 9988 0 0 0 0 12 0 0 0 50 0 0 0 
42 9988 0 0 0 0 12 0 0 0 50 0 0 0 
43 9988 0 0 0 0 12 0 0 0 50 0 0 0 
44 9988 0 0 0 0 12 0 0 0 50 0 0 0 
45 9988 0 0 0 0 12 0 0 0 50 0 0 0 
46 9988 0 0 0 0 12 0 0 0 50 0 0 0 
47 9988 0 0 0 0 12 0 0 0 50 0 0 0 
48 9988 0 0 0 0 12 0 0 0 50 0 0 0 
49 9988 0 0 0 0 12 0 0 0 50 0 0 0 
50 9988 0 0 0 0 12 0 0 0 50 0 0 0 
51 9988 0 0 0 0 12 0 0 0 50 0 0 0 
52 9988 0 0 0 0 12 0 0 0 50 0 0 0 
53 9988 0 0 0 0 12 0 0 0 50 0 0 0 
54 9988 0 0 0 0 12 0 0 0 50 0 0 0 
55 9988 0 0 0 0 12 0 0 0 50 0 0 0 
56 9988 0 0 0 0 12 0 0 0 50 0 0 0 
57 9988 0 0 0 0 12 0 0 0 50 0 0 0 
58 9988 0 0 0 0 12 0 0 0 50 0 0 0 
59 9988 0 0 0 0 12 0 0 0 50 0 0 0 
60 9988 0 0 0 0 12 0 0 0 50 0 0 0 
61 9988 0 0 0 0 12 0 0 0 50 0 0 0 
62 9988 0 0 0 0 12 0 0 0 50 0 0 0 
63 9988 0 0 0 0 12 0 0 0 50 0 0 0 
64 9988 0 0 0 0 12 0 0 0 50 0 0 0 
65 9988 0 0 0 0 12 0 0 0 50 0 0 0 
66 9988 0 0 0 0 12 0 0 0 50 0 0 0 
67 9988 0 0 0 0 12 0 0 0 50 0 0 0 
68 9988 0 0 0 0 12 0 0 0 50 0 0 0 
69 9988 0 0 0 0 12 0 0 0 50 0 0 0 
70 9988 0 0 0 0 12 0 0 0 50 0 0 0 
71 9988 0 0 0 0 12 0 0 0 50 0 0 0 
72 9988 0 0 0 0 12 0 0 0 50 0 0 0 
73 9988 0 0 0 0 12 0 0 0 50 0 0 0 
74 9988 0 0 0 0 12 0 0 0 50 0 0 0 
75 9988 0 0 0 0 12 0 0 0 50 0 0 0 
76 9988 0 0 0 0 12 0 0 0 50 0 0 0 
77 9988 0 0 0 0 12 0 0 0 50 0 0 0 
78 9988 0 0 0 0 12 0 0 0 50 0 0 0 
79 9988 0 0 0 0 12 0 0 0 50 0 0 0 
80 9988 0 0 0 0 12 0 0 0 50 0 0 0 
81 9988 0 0 0 0 12 0 0 0 50 0 0 0 
82 9988 0 0 0 0 12 0 0 0 50 0 0 0 
83 9988 0 0 0 0 12 0 0 0 50 0 0 0 
84 9988 0 0 0 0 12 0 0 0 50 0 0 0 
85 9988 0 0 0 0 12 0 0 0 50 0 0 0 
